,Insulation thickness (m),Window U-value (W/m2K),Window SHGC (ratio),Shading control (W/m2),Thermostat settings offset (C),Heating energy (kWh),Cooling energy (kWh),Total energy (kWh) 
2140,0.05,0.85,0.44,1000,-2,464.1,3173.6,3637.7
2141,0.05,0.85,0.44,1000,-3,390.6,3235.2,3625.8
2142,0.05,0.85,0.56,0,3,1814.5,532.2,2346.7
2143,0.05,0.85,0.56,0,2,1671.0,634.4,2305.4
2144,0.05,0.85,0.56,0,1,1530.4,742.5,2272.9
2145,0.05,0.85,0.56,0,0,1391.9,851.7,2243.6
2146,0.05,0.85,0.56,0,-1,1256.2,960.0,2216.2
2147,0.05,0.85,0.56,0,-2,1125.8,1063.4,2189.2
2148,0.05,0.85,0.56,0,-3,1001.9,1157.4,2159.3
2149,0.05,0.85,0.56,200,3,1400.1,1254.8,2654.8
2150,0.05,0.85,0.56,200,2,1267.2,1387.1,2654.3
2151,0.05,0.85,0.56,200,1,1140.0,1515.5,2655.5
2152,0.05,0.85,0.56,200,0,1017.9,1637.9,2655.7
2153,0.05,0.85,0.56,200,-1,901.6,1751.6,2653.2
2154,0.05,0.85,0.56,200,-2,793.1,1851.4,2644.6
2155,0.05,0.85,0.56,200,-3,691.0,1931.3,2622.2
2156,0.05,0.85,0.56,400,3,1120.4,2067.5,3187.9
2157,0.05,0.85,0.56,400,2,1004.3,2194.8,3199.0
2158,0.05,0.85,0.56,400,1,893.6,2315.0,3208.6
2159,0.05,0.85,0.56,400,0,789.7,2426.1,3215.8
2160,0.05,0.85,0.56,400,-1,692.5,2523.6,3216.1
2161,0.05,0.85,0.56,400,-2,599.0,2604.2,3203.2
2162,0.05,0.85,0.56,400,-3,512.5,2667.1,3179.6
2163,0.05,0.85,0.56,600,3,869.6,2943.5,3813.1
2164,0.05,0.85,0.56,600,2,770.9,3064.3,3835.2
2165,0.05,0.85,0.56,600,1,678.7,3174.9,3853.6
2166,0.05,0.85,0.56,600,0,589.4,3274.1,3863.5
2167,0.05,0.85,0.56,600,-1,505.2,3360.1,3865.3
2168,0.05,0.85,0.56,600,-2,427.6,3431.1,3858.7
2169,0.05,0.85,0.56,600,-3,357.4,3486.6,3844.0
2170,0.05,0.85,0.56,800,3,744.2,3367.4,4111.6
2171,0.05,0.85,0.56,800,2,655.9,3484.3,4140.2
2172,0.05,0.85,0.56,800,1,574.9,3591.4,4166.4
2173,0.05,0.85,0.56,800,0,497.1,3687.7,4184.8
2174,0.05,0.85,0.56,800,-1,423.4,3771.6,4195.0
2175,0.05,0.85,0.56,800,-2,356.0,3840.9,4196.9
2176,0.05,0.85,0.56,800,-3,295.3,3894.6,4190.0
2177,0.05,0.85,0.56,1000,3,738.9,3371.6,4110.5
2178,0.05,0.85,0.56,1000,2,651.6,3488.3,4139.9
2179,0.05,0.85,0.56,1000,1,571.0,3595.4,4166.4
2180,0.05,0.85,0.56,1000,0,493.3,3691.6,4184.9
2181,0.05,0.85,0.56,1000,-1,419.8,3775.4,4195.3
2182,0.05,0.85,0.56,1000,-2,353.2,3844.7,4197.9
2183,0.05,0.85,0.56,1000,-3,293.0,3898.3,4191.4
2184,0.05,0.85,0.68,0,3,1785.8,582.4,2368.2
2185,0.05,0.85,0.68,0,2,1643.7,687.7,2331.4
2186,0.05,0.85,0.68,0,1,1503.7,798.3,2301.9
2187,0.05,0.85,0.68,0,0,1365.8,909.4,2275.2
2188,0.05,0.85,0.68,0,-1,1231.1,1018.8,2249.9
2189,0.05,0.85,0.68,0,-2,1102.2,1123.8,2226.0
2190,0.05,0.85,0.68,0,-3,979.9,1217.6,2197.5
2191,0.05,0.85,0.68,200,3,1293.4,1496.4,2789.8
2192,0.05,0.85,0.68,200,2,1166.0,1629.0,2795.0
2193,0.05,0.85,0.68,200,1,1043.5,1757.2,2800.7
2194,0.05,0.85,0.68,200,0,927.0,1878.8,2805.7
2195,0.05,0.85,0.68,200,-1,818.3,1989.8,2808.1
2196,0.05,0.85,0.68,200,-2,716.3,2085.4,2801.7
2197,0.05,0.85,0.68,200,-3,619.9,2160.2,2780.1
2198,0.05,0.85,0.68,400,3,986.1,2478.5,3464.6
2199,0.05,0.85,0.68,400,2,879.5,2603.6,3483.1
2200,0.05,0.85,0.68,400,1,779.4,2720.9,3500.3
2201,0.05,0.85,0.68,400,0,682.9,2826.7,3509.6
2202,0.05,0.85,0.68,400,-1,592.0,2917.0,3509.0
2203,0.05,0.85,0.68,400,-2,509.4,2990.1,3499.5
2204,0.05,0.85,0.68,400,-3,432.0,3047.6,3479.6
2205,0.05,0.85,0.68,600,3,726.8,3528.5,4255.3
2206,0.05,0.85,0.68,600,2,637.7,3643.3,4281.0
2207,0.05,0.85,0.68,600,1,553.2,3746.9,4300.1
2208,0.05,0.85,0.68,600,0,474.2,3838.7,4312.9
2209,0.05,0.85,0.68,600,-1,402.1,3916.8,4318.9
2210,0.05,0.85,0.68,600,-2,335.4,3979.8,4315.2
2211,0.05,0.85,0.68,600,-3,272.6,4029.3,4301.9
2212,0.05,0.85,0.68,800,3,615.8,4090.1,4705.9
2213,0.05,0.85,0.68,800,2,537.8,4200.4,4738.3
2214,0.05,0.85,0.68,800,1,463.3,4299.9,4763.2
2215,0.05,0.85,0.68,800,0,394.4,4388.4,4782.8
2216,0.05,0.85,0.68,800,-1,333.3,4464.1,4797.4
2217,0.05,0.85,0.68,800,-2,278.0,4524.3,4802.3
2218,0.05,0.85,0.68,800,-3,225.1,4571.5,4796.6
2219,0.05,0.85,0.68,1000,3,611.5,4106.2,4717.7
2220,0.05,0.85,0.68,1000,2,533.7,4216.5,4750.1
2221,0.05,0.85,0.68,1000,1,459.8,4316.0,4775.8
2222,0.05,0.85,0.68,1000,0,391.5,4404.5,4795.9
2223,0.05,0.85,0.68,1000,-1,330.5,4480.1,4810.6
2224,0.05,0.85,0.68,1000,-2,275.6,4540.3,4815.8
2225,0.05,0.85,0.68,1000,-3,223.0,4587.5,4810.5
2226,0.05,0.85,0.8,0,3,1760.0,630.5,2390.4
2227,0.05,0.85,0.8,0,2,1618.4,739.0,2357.4
2228,0.05,0.85,0.8,0,1,1479.0,851.3,2330.2
2229,0.05,0.85,0.8,0,0,1341.7,964.1,2305.8
2230,0.05,0.85,0.8,0,-1,1208.2,1074.6,2282.9
2231,0.05,0.85,0.8,0,-2,1081.0,1180.5,2261.4
2232,0.05,0.85,0.8,0,-3,959.7,1274.0,2233.8
2233,0.05,0.85,0.8,200,3,1198.3,1727.9,2926.2
2234,0.05,0.85,0.8,200,2,1075.4,1860.3,2935.7
2235,0.05,0.85,0.8,200,1,958.0,1988.1,2946.1
2236,0.05,0.85,0.8,200,0,848.6,2108.1,2956.7
2237,0.05,0.85,0.8,200,-1,746.6,2216.3,2962.9
2238,0.05,0.85,0.8,200,-2,649.8,2307.4,2957.1
2239,0.05,0.85,0.8,200,-3,560.7,2378.2,2938.8
2240,0.05,0.85,0.8,400,3,874.9,2869.9,3744.8
2241,0.05,0.85,0.8,400,2,776.2,2992.5,3768.6
2242,0.05,0.85,0.8,400,1,680.6,3105.2,3785.8
2243,0.05,0.85,0.8,400,0,592.2,3204.8,3797.0
2244,0.05,0.85,0.8,400,-1,511.7,3288.5,3800.2
2245,0.05,0.85,0.8,400,-2,435.0,3355.4,3790.4
2246,0.05,0.85,0.8,400,-3,361.6,3407.8,3769.4
2247,0.05,0.85,0.8,600,3,609.1,4081.6,4690.8
2248,0.05,0.85,0.8,600,2,528.8,4190.0,4718.9
2249,0.05,0.85,0.8,600,1,453.7,4287.6,4741.3
2250,0.05,0.85,0.8,600,0,384.6,4372.8,4757.5
2251,0.05,0.85,0.8,600,-1,320.3,4443.6,4763.9
2252,0.05,0.85,0.8,600,-2,260.1,4500.2,4760.3
2253,0.05,0.85,0.8,600,-3,205.7,4545.6,4751.3
2254,0.05,0.85,0.8,800,3,511.9,4818.6,5330.6
2255,0.05,0.85,0.8,800,2,441.6,4922.4,5364.0
2256,0.05,0.85,0.8,800,1,378.4,5016.2,5394.7
2257,0.05,0.85,0.8,800,0,320.7,5098.3,5419.0
2258,0.05,0.85,0.8,800,-1,266.6,5165.9,5432.5
2259,0.05,0.85,0.8,800,-2,216.2,5219.8,5436.0
2260,0.05,0.85,0.8,800,-3,169.8,5263.1,5432.9
2261,0.05,0.85,0.8,1000,3,508.8,4839.4,5348.2
2262,0.05,0.85,0.8,1000,2,438.3,4942.3,5380.6
2263,0.05,0.85,0.8,1000,1,375.2,5036.2,5411.4
2264,0.05,0.85,0.8,1000,0,317.9,5118.2,5436.1
2265,0.05,0.85,0.8,1000,-1,264.2,5185.7,5450.0
2266,0.05,0.85,0.8,1000,-2,214.3,5239.6,5453.9
2267,0.05,0.85,0.8,1000,-3,168.9,5282.9,5451.7
2268,0.05,0.65,0.2,0,3,1687.0,370.9,2058.0
2269,0.05,0.65,0.2,0,2,1552.6,457.9,2010.5
2270,0.05,0.65,0.2,0,1,1421.1,553.8,1974.9
2271,0.05,0.65,0.2,0,0,1292.3,653.7,1946.0
2272,0.05,0.65,0.2,0,-1,1165.9,752.0,1917.9
2273,0.05,0.65,0.2,0,-2,1043.9,846.2,1890.1
2274,0.05,0.65,0.2,0,-3,927.2,934.5,1861.7
2275,0.05,0.65,0.2,200,3,1540.4,579.7,2120.0
2276,0.05,0.65,0.2,200,2,1410.2,684.7,2094.9
2277,0.05,0.65,0.2,200,1,1282.6,791.0,2073.6
2278,0.05,0.65,0.2,200,0,1157.3,896.8,2054.2
2279,0.05,0.65,0.2,200,-1,1037.0,1002.5,2039.5
2280,0.05,0.65,0.2,200,-2,921.7,1102.7,2024.4
2281,0.05,0.65,0.2,200,-3,811.4,1191.2,2002.6
2282,0.05,0.65,0.2,400,3,1422.0,833.4,2255.4
2283,0.05,0.65,0.2,400,2,1294.6,943.9,2238.5
2284,0.05,0.65,0.2,400,1,1170.1,1056.5,2226.6
2285,0.05,0.65,0.2,400,0,1050.3,1167.2,2217.5
2286,0.05,0.65,0.2,400,-1,935.6,1272.6,2208.2
2287,0.05,0.65,0.2,400,-2,826.8,1368.3,2195.1
2288,0.05,0.65,0.2,400,-3,723.7,1449.3,2173.0
2289,0.05,0.65,0.2,600,3,1286.1,1127.8,2414.0
2290,0.05,0.65,0.2,600,2,1163.9,1244.2,2408.1
2291,0.05,0.65,0.2,600,1,1046.4,1359.0,2405.4
2292,0.05,0.65,0.2,600,0,935.1,1469.4,2404.5
2293,0.05,0.65,0.2,600,-1,828.8,1571.5,2400.3
2294,0.05,0.65,0.2,600,-2,727.7,1662.2,2389.8
2295,0.05,0.65,0.2,600,-3,632.2,1738.7,2370.9
2296,0.05,0.65,0.2,800,3,1192.9,1278.7,2471.6
2297,0.05,0.65,0.2,800,2,1079.2,1395.8,2475.1
2298,0.05,0.65,0.2,800,1,969.7,1509.1,2478.8
2299,0.05,0.65,0.2,800,0,863.9,1617.8,2481.7
2300,0.05,0.65,0.2,800,-1,762.8,1717.6,2480.4
2301,0.05,0.65,0.2,800,-2,667.8,1806.7,2474.5
2302,0.05,0.65,0.2,800,-3,578.2,1882.0,2460.2
2303,0.05,0.65,0.2,1000,3,1188.9,1279.4,2468.3
2304,0.05,0.65,0.2,1000,2,1075.6,1396.5,2472.1
2305,0.05,0.65,0.2,1000,1,966.3,1509.8,2476.0
2306,0.05,0.65,0.2,1000,0,860.8,1618.5,2479.3
2307,0.05,0.65,0.2,1000,-1,759.9,1718.3,2478.2
2308,0.05,0.65,0.2,1000,-2,665.1,1807.5,2472.5
2309,0.05,0.65,0.2,1000,-3,575.5,1882.7,2458.2
2310,0.05,0.65,0.32,0,3,1640.9,447.0,2087.9
2311,0.05,0.65,0.32,0,2,1507.8,541.2,2049.0
2312,0.05,0.65,0.32,0,1,1378.1,641.9,2019.9
2313,0.05,0.65,0.32,0,0,1250.3,743.5,1993.8
2314,0.05,0.65,0.32,0,-1,1125.4,844.3,1969.7
2315,0.05,0.65,0.32,0,-2,1005.8,941.3,1947.0
2316,0.05,0.65,0.32,0,-3,891.4,1030.8,1922.2
2317,0.05,0.65,0.32,200,3,1398.5,830.7,2229.2
2318,0.05,0.65,0.32,200,2,1272.0,944.1,2216.1
2319,0.05,0.65,0.32,200,1,1148.1,1060.5,2208.6
2320,0.05,0.65,0.32,200,0,1029.8,1174.6,2204.4
2321,0.05,0.65,0.32,200,-1,915.7,1283.2,2198.9
2322,0.05,0.65,0.32,200,-2,807.4,1382.0,2189.5
2323,0.05,0.65,0.32,200,-3,706.2,1465.4,2171.5
2324,0.05,0.65,0.32,400,3,1219.0,1277.6,2496.6
2325,0.05,0.65,0.32,400,2,1099.1,1397.7,2496.8
2326,0.05,0.65,0.32,400,1,984.1,1514.4,2498.5
2327,0.05,0.65,0.32,400,0,875.5,1625.5,2501.0
2328,0.05,0.65,0.32,400,-1,772.1,1727.3,2499.5
2329,0.05,0.65,0.32,400,-2,674.8,1815.8,2490.6
2330,0.05,0.65,0.32,400,-3,583.1,1886.5,2469.6
2331,0.05,0.65,0.32,600,3,1031.8,1774.4,2806.2
2332,0.05,0.65,0.32,600,2,924.7,1893.5,2818.2
2333,0.05,0.65,0.32,600,1,822.9,2007.5,2830.4
2334,0.05,0.65,0.32,600,0,725.7,2113.3,2839.1
2335,0.05,0.65,0.32,600,-1,634.0,2208.5,2842.5
2336,0.05,0.65,0.32,600,-2,548.8,2290.0,2838.8
2337,0.05,0.65,0.32,600,-3,467.6,2356.2,2823.7
2338,0.05,0.65,0.32,800,3,925.8,2017.7,2943.6
2339,0.05,0.65,0.32,800,2,826.4,2136.1,2962.5
2340,0.05,0.65,0.32,800,1,731.9,2247.3,2979.2
2341,0.05,0.65,0.32,800,0,642.3,2350.1,2992.3
2342,0.05,0.65,0.32,800,-1,557.1,2442.0,2999.1
2343,0.05,0.65,0.32,800,-2,476.4,2521.5,2997.9
2344,0.05,0.65,0.32,800,-3,401.2,2585.8,2987.0
2345,0.05,0.65,0.32,1000,3,921.2,2018.9,2940.1
2346,0.05,0.65,0.32,1000,2,822.1,2137.3,2959.3
2347,0.05,0.65,0.32,1000,1,727.6,2248.5,2976.1
2348,0.05,0.65,0.32,1000,0,638.2,2351.2,2989.4
2349,0.05,0.65,0.32,1000,-1,553.0,2443.1,2996.1
2350,0.05,0.65,0.32,1000,-2,472.7,2522.7,2995.3
2351,0.05,0.65,0.32,1000,-3,398.0,2587.0,2985.0
2352,0.05,0.65,0.44,0,3,1602.4,513.7,2116.1
2353,0.05,0.65,0.44,0,2,1471.1,612.7,2083.8
2354,0.05,0.65,0.44,0,1,1342.2,716.3,2058.5
2355,0.05,0.65,0.44,0,0,1215.4,819.8,2035.2
2356,0.05,0.65,0.44,0,-1,1092.1,922.8,2014.9
2357,0.05,0.65,0.44,0,-2,974.4,1022.0,1996.4
2358,0.05,0.65,0.44,0,-3,862.0,1111.7,1973.7
2359,0.05,0.65,0.44,200,3,1267.8,1090.4,2358.2
2360,0.05,0.65,0.44,200,2,1145.5,1212.3,2357.8
2361,0.05,0.65,0.44,200,1,1028.5,1332.4,2360.9
2362,0.05,0.65,0.44,200,0,915.7,1447.4,2363.1
2363,0.05,0.65,0.44,200,-1,808.7,1554.8,2363.5
2364,0.05,0.65,0.44,200,-2,709.3,1651.4,2360.6
2365,0.05,0.65,0.44,200,-3,614.8,1730.3,2345.1
2366,0.05,0.65,0.44,400,3,1038.4,1735.7,2774.2
2367,0.05,0.65,0.44,400,2,929.7,1856.4,2786.1
2368,0.05,0.65,0.44,400,1,825.7,1971.3,2797.0
2369,0.05,0.65,0.44,400,0,727.8,2078.8,2806.6
2370,0.05,0.65,0.44,400,-1,636.3,2175.8,2812.1
2371,0.05,0.65,0.44,400,-2,549.2,2257.5,2806.7
2372,0.05,0.65,0.44,400,-3,467.8,2322.0,2789.8
2373,0.05,0.65,0.44,600,3,825.8,2435.1,3260.9
2374,0.05,0.65,0.44,600,2,731.3,2552.4,3283.7
2375,0.05,0.65,0.44,600,1,643.2,2662.0,3305.2
2376,0.05,0.65,0.44,600,0,559.5,2760.9,3320.4
2377,0.05,0.65,0.44,600,-1,479.2,2848.1,3327.3
2378,0.05,0.65,0.44,600,-2,405.1,2921.4,3326.4
2379,0.05,0.65,0.44,600,-3,337.4,2979.9,3317.2
2380,0.05,0.65,0.44,800,3,714.4,2775.1,3489.5
2381,0.05,0.65,0.44,800,2,628.9,2889.5,3518.4
2382,0.05,0.65,0.44,800,1,548.4,2995.7,3544.1
2383,0.05,0.65,0.44,800,0,473.3,3091.7,3565.0
2384,0.05,0.65,0.44,800,-1,403.3,3176.6,3579.9
2385,0.05,0.65,0.44,800,-2,338.4,3248.6,3586.9
2386,0.05,0.65,0.44,800,-3,279.1,3305.5,3584.6
2387,0.05,0.65,0.44,1000,3,709.1,2776.7,3485.8
2388,0.05,0.65,0.44,1000,2,624.1,2891.1,3515.2
2389,0.05,0.65,0.44,1000,1,544.3,2997.3,3541.6
2390,0.05,0.65,0.44,1000,0,469.9,3093.4,3563.3
2391,0.05,0.65,0.44,1000,-1,400.1,3178.3,3578.4
2392,0.05,0.65,0.44,1000,-2,335.5,3250.3,3585.8
2393,0.05,0.65,0.44,1000,-3,276.8,3307.2,3584.0
2394,0.05,0.65,0.56,0,3,1570.3,573.1,2143.4
2395,0.05,0.65,0.56,0,2,1440.1,675.4,2115.4
2396,0.05,0.65,0.56,0,1,1312.0,780.7,2092.7
2397,0.05,0.65,0.56,0,0,1186.0,886.6,2072.5
2398,0.05,0.65,0.56,0,-1,1064.4,991.0,2055.4
2399,0.05,0.65,0.56,0,-2,948.6,1091.2,2039.7
2400,0.05,0.65,0.56,0,-3,837.6,1180.9,2018.5
2401,0.05,0.65,0.56,200,3,1153.1,1346.6,2499.7
2402,0.05,0.65,0.56,200,2,1036.7,1470.3,2507.0
2403,0.05,0.65,0.56,200,1,924.4,1590.2,2514.6
2404,0.05,0.65,0.56,200,0,818.4,1704.2,2522.6
2405,0.05,0.65,0.56,200,-1,719.8,1809.9,2529.7
2406,0.05,0.65,0.56,200,-2,626.5,1903.0,2529.5
2407,0.05,0.65,0.56,200,-3,538.5,1977.3,2515.8
2408,0.05,0.65,0.56,400,3,891.3,2172.2,3063.5
2409,0.05,0.65,0.56,400,2,792.8,2291.1,3083.9
2410,0.05,0.65,0.56,400,1,700.3,2403.8,3104.1
2411,0.05,0.65,0.56,400,0,610.8,2507.2,3118.0
2412,0.05,0.65,0.56,400,-1,527.8,2597.6,3125.4
2413,0.05,0.65,0.56,400,-2,452.2,2672.0,3124.3
2414,0.05,0.65,0.56,400,-3,380.8,2730.1,3110.9
2415,0.05,0.65,0.56,600,3,666.8,3058.7,3725.5
2416,0.05,0.65,0.56,600,2,583.6,3170.9,3754.4
2417,0.05,0.65,0.56,600,1,504.2,3273.0,3777.2
2418,0.05,0.65,0.56,600,0,430.9,3364.5,3795.4
2419,0.05,0.65,0.56,600,-1,364.4,3443.8,3808.2
2420,0.05,0.65,0.56,600,-2,302.4,3509.1,3811.5
2421,0.05,0.65,0.56,600,-3,243.4,3559.8,3803.2
2422,0.05,0.65,0.56,800,3,563.8,3497.2,4061.0
2423,0.05,0.65,0.56,800,2,491.2,3604.8,4096.0
2424,0.05,0.65,0.56,800,1,421.5,3703.6,4125.1
2425,0.05,0.65,0.56,800,0,357.6,3792.1,4149.7
2426,0.05,0.65,0.56,800,-1,300.4,3869.3,4169.7
2427,0.05,0.65,0.56,800,-2,248.5,3932.2,4180.7
2428,0.05,0.65,0.56,800,-3,198.8,3980.9,4179.6
2429,0.05,0.65,0.56,1000,3,560.0,3508.2,4068.1
2430,0.05,0.65,0.56,1000,2,487.4,3615.8,4103.2
2431,0.05,0.65,0.56,1000,1,418.0,3714.5,4132.5
2432,0.05,0.65,0.56,1000,0,354.9,3803.0,4157.9
2433,0.05,0.65,0.56,1000,-1,297.9,3880.2,4178.1
2434,0.05,0.65,0.56,1000,-2,246.3,3943.0,4189.3
2435,0.05,0.65,0.56,1000,-3,196.9,3991.6,4188.6
2436,0.05,0.65,0.68,0,3,1542.4,626.6,2169.1
2437,0.05,0.65,0.68,0,2,1412.9,731.6,2144.5
2438,0.05,0.65,0.68,0,1,1285.3,838.4,2123.8
2439,0.05,0.65,0.68,0,0,1160.3,946.2,2106.6
2440,0.05,0.65,0.68,0,-1,1040.2,1052.1,2092.3
2441,0.05,0.65,0.68,0,-2,926.0,1153.0,2079.0
2442,0.05,0.65,0.68,0,-3,816.7,1242.0,2058.7
2443,0.05,0.65,0.68,200,3,1052.5,1591.4,2643.9
2444,0.05,0.65,0.68,200,2,940.6,1714.8,2655.4
2445,0.05,0.65,0.68,200,1,834.8,1834.2,2669.0
2446,0.05,0.65,0.68,200,0,736.6,1947.2,2683.8
2447,0.05,0.65,0.68,200,-1,644.0,2050.7,2694.7
2448,0.05,0.65,0.68,200,-2,556.8,2140.1,2697.0
2449,0.05,0.65,0.68,200,-3,478.5,2210.0,2688.5
2450,0.05,0.65,0.68,400,3,772.7,2588.0,3360.7
2451,0.05,0.65,0.68,400,2,681.8,2704.6,3386.4
2452,0.05,0.65,0.68,400,1,595.3,2813.2,3408.5
2453,0.05,0.65,0.68,400,0,516.5,2911.2,3427.7
2454,0.05,0.65,0.68,400,-1,443.6,2994.7,3438.3
2455,0.05,0.65,0.68,400,-2,373.3,3061.4,3434.7
2456,0.05,0.65,0.68,400,-3,306.4,3113.7,3420.1
2457,0.05,0.65,0.68,600,3,539.2,3646.5,4185.7
2458,0.05,0.65,0.68,600,2,466.0,3752.2,4218.3
2459,0.05,0.65,0.68,600,1,398.0,3848.1,4246.1
2460,0.05,0.65,0.68,600,0,335.0,3932.9,4267.9
2461,0.05,0.65,0.68,600,-1,276.3,4004.4,4280.8
2462,0.05,0.65,0.68,600,-2,221.1,4061.7,4282.8
2463,0.05,0.65,0.68,600,-3,171.9,4106.8,4278.7
2464,0.05,0.65,0.68,800,3,450.6,4253.2,4703.9
2465,0.05,0.65,0.68,800,2,386.9,4354.9,4741.8
2466,0.05,0.65,0.68,800,1,329.5,4446.9,4776.4
2467,0.05,0.65,0.68,800,0,276.9,4528.5,4805.4
2468,0.05,0.65,0.68,800,-1,228.3,4597.2,4825.4
2469,0.05,0.65,0.68,800,-2,181.3,4651.8,4833.1
2470,0.05,0.65,0.68,800,-3,140.4,4694.5,4834.9
2471,0.05,0.65,0.68,1000,3,447.4,4270.0,4717.4
2472,0.05,0.65,0.68,1000,2,383.9,4371.7,4755.5
2473,0.05,0.65,0.68,1000,1,326.5,4463.8,4790.3
2474,0.05,0.65,0.68,1000,0,274.6,4545.3,4819.9
2475,0.05,0.65,0.68,1000,-1,226.0,4614.0,4840.0
2476,0.05,0.65,0.68,1000,-2,179.7,4668.5,4848.2
2477,0.05,0.65,0.68,1000,-3,139.3,4711.2,4850.5
2478,0.05,0.65,0.8,0,3,1516.8,677.6,2194.3
2479,0.05,0.65,0.8,0,2,1387.8,784.6,2172.4
2480,0.05,0.65,0.8,0,1,1261.0,893.8,2154.7
2481,0.05,0.65,0.8,0,0,1136.9,1002.5,2139.4
2482,0.05,0.65,0.8,0,-1,1018.4,1109.8,2128.2
2483,0.05,0.65,0.8,0,-2,905.5,1210.7,2116.2
2484,0.05,0.65,0.8,0,-3,798.0,1299.3,2097.2
2485,0.05,0.65,0.8,200,3,962.4,1824.8,2787.2
2486,0.05,0.65,0.8,200,2,856.7,1948.2,2804.8
2487,0.05,0.65,0.8,200,1,758.8,2067.2,2825.9
2488,0.05,0.65,0.8,200,0,666.1,2178.9,2845.0
2489,0.05,0.65,0.8,200,-1,579.3,2280.0,2859.3
2490,0.05,0.65,0.8,200,-2,501.4,2365.4,2866.7
2491,0.05,0.65,0.8,200,-3,426.2,2431.2,2857.4
2492,0.05,0.65,0.8,400,3,671.2,2982.2,3653.4
2493,0.05,0.65,0.8,400,2,587.7,3095.7,3683.4
2494,0.05,0.65,0.8,400,1,511.6,3200.3,3711.9
2495,0.05,0.65,0.8,400,0,439.7,3292.0,3731.8
2496,0.05,0.65,0.8,400,-1,370.5,3368.6,3739.1
2497,0.05,0.65,0.8,400,-2,304.8,3429.2,3734.1
2498,0.05,0.65,0.8,400,-3,243.8,3477.0,3720.8
2499,0.05,0.65,0.8,600,3,438.8,4202.0,4640.7
2500,0.05,0.65,0.8,600,2,374.5,4302.5,4677.0
2501,0.05,0.65,0.8,600,1,314.5,4392.5,4706.9
2502,0.05,0.65,0.8,600,0,258.4,4470.3,4728.6
2503,0.05,0.65,0.8,600,-1,208.0,4534.7,4742.7
2504,0.05,0.65,0.8,600,-2,162.6,4586.0,4748.6
2505,0.05,0.65,0.8,600,-3,122.8,4627.5,4750.3
2506,0.05,0.65,0.8,800,3,366.7,5000.3,5367.0
2507,0.05,0.65,0.8,800,2,312.1,5094.8,5406.9
2508,0.05,0.65,0.8,800,1,260.9,5180.8,5441.7
2509,0.05,0.65,0.8,800,0,214.3,5255.2,5469.6
2510,0.05,0.65,0.8,800,-1,173.1,5316.2,5489.3
2511,0.05,0.65,0.8,800,-2,135.3,5364.9,5500.1
2512,0.05,0.65,0.8,800,-3,102.6,5404.3,5506.9
2513,0.05,0.65,0.8,1000,3,366.5,5030.8,5397.3
2514,0.05,0.65,0.8,1000,2,312.0,5125.4,5437.4
2515,0.05,0.65,0.8,1000,1,260.6,5210.2,5470.8
2516,0.05,0.65,0.8,1000,0,214.0,5283.6,5497.6
2517,0.05,0.65,0.8,1000,-1,172.6,5343.4,5516.1
2518,0.05,0.65,0.8,1000,-2,134.7,5390.9,5525.6
2519,0.05,0.65,0.8,1000,-3,102.6,5429.4,5532.0
2520,0.05,0.45,0.2,0,3,1431.2,406.4,1837.6
2521,0.05,0.45,0.2,0,2,1310.3,495.5,1805.9
2522,0.05,0.45,0.2,0,1,1192.2,590.8,1783.0
2523,0.05,0.45,0.2,0,0,1076.1,686.5,1762.6
2524,0.05,0.45,0.2,0,-1,963.7,780.4,1744.1
2525,0.05,0.45,0.2,0,-2,856.1,872.1,1728.2
2526,0.05,0.45,0.2,0,-3,753.0,956.5,1709.5
2527,0.05,0.45,0.2,200,3,1274.8,648.7,1923.5
2528,0.05,0.45,0.2,200,2,1158.2,750.2,1908.5
2529,0.05,0.45,0.2,200,1,1044.0,852.5,1896.5
2530,0.05,0.45,0.2,200,0,934.7,956.2,1890.9
2531,0.05,0.45,0.2,200,-1,829.2,1056.5,1885.7
2532,0.05,0.45,0.2,200,-2,728.9,1149.7,1878.6
2533,0.05,0.45,0.2,200,-3,635.3,1231.4,1866.7
2534,0.05,0.45,0.2,400,3,1155.6,920.9,2076.6
2535,0.05,0.45,0.2,400,2,1042.7,1029.4,2072.2
2536,0.05,0.45,0.2,400,1,934.5,1136.7,2071.2
2537,0.05,0.45,0.2,400,0,830.7,1240.2,2070.9
2538,0.05,0.45,0.2,400,-1,732.4,1338.2,2070.6
2539,0.05,0.45,0.2,400,-2,639.3,1426.7,2066.0
2540,0.05,0.45,0.2,400,-3,551.9,1501.0,2052.9
2541,0.05,0.45,0.2,600,3,1023.1,1231.3,2254.5
2542,0.05,0.45,0.2,600,2,918.8,1341.4,2260.2
2543,0.05,0.45,0.2,600,1,818.8,1449.3,2268.1
2544,0.05,0.45,0.2,600,0,723.0,1551.9,2274.9
2545,0.05,0.45,0.2,600,-1,633.5,1646.8,2280.3
2546,0.05,0.45,0.2,600,-2,548.9,1730.8,2279.7
2547,0.05,0.45,0.2,600,-3,469.3,1800.8,2270.1
2548,0.05,0.45,0.2,800,3,942.2,1385.7,2327.9
2549,0.05,0.45,0.2,800,2,843.9,1495.7,2339.6
2550,0.05,0.45,0.2,800,1,749.3,1602.7,2351.9
2551,0.05,0.45,0.2,800,0,659.6,1703.6,2363.2
2552,0.05,0.45,0.2,800,-1,575.7,1796.5,2372.2
