,Insulation thickness (m),Wall U-value (W/m2K),Window U-value (W/m2K),Window SHGC (ratio),Shading control (W/m2),Thermostat settings offset (C),Heating energy (kWh),Cooling energy (kWh),Total energy (kWh),Heating energy (kWh/m2),Cooling energy (kWh/m2),Total energy (kWh/m2) 
1986,0.05,0.57,2.4,0.8,200,-2,1811.5,2003.6,3815.1,78.4,86.7,165.2
1987,0.05,0.57,2.4,0.8,200,-3,1621.1,2108.7,3729.8,70.2,91.3,161.5
1988,0.05,0.57,2.4,0.8,400,3,2468.9,2235,4703.9,106.9,96.8,203.6
1989,0.05,0.57,2.4,0.8,400,2,2261.4,2411.3,4672.8,97.9,104.4,202.3
1990,0.05,0.57,2.4,0.8,400,1,2056.6,2574.6,4631.1,89.0,111.5,200.5
1991,0.05,0.57,2.4,0.8,400,0,1859.2,2721.3,4580.5,80.5,117.8,198.3
1992,0.05,0.57,2.4,0.8,400,-1,1672.1,2846.6,4518.7,72.4,123.2,195.6
1993,0.05,0.57,2.4,0.8,400,-2,1492.6,2949.4,4442,64.6,127.7,192.3
1994,0.05,0.57,2.4,0.8,400,-3,1323.5,3031.5,4355,57.3,131.2,188.5
1995,0.05,0.57,2.4,0.8,600,3,2050.5,3379.7,5430.3,88.8,146.3,235.1
1996,0.05,0.57,2.4,0.8,600,2,1865.0,3539.8,5404.8,80.7,153.2,234.0
1997,0.05,0.57,2.4,0.8,600,1,1686.4,3685.9,5372.3,73.0,159.6,232.6
1998,0.05,0.57,2.4,0.8,600,0,1515.8,3815,5330.8,65.6,165.2,230.8
1999,0.05,0.57,2.4,0.8,600,-1,1353.5,3925.9,5279.4,58.6,170.0,228.5
2000,0.05,0.57,2.4,0.8,600,-2,1197.3,4017.2,5214.5,51.8,173.9,225.7
2001,0.05,0.57,2.4,0.8,600,-3,1046.4,4090.1,5136.5,45.3,177.1,222.4
2002,0.05,0.57,2.4,0.8,800,3,1827.7,3944.5,5772.2,79.1,170.8,249.9
2003,0.05,0.57,2.4,0.8,800,2,1656.9,4100.2,5757.2,71.7,177.5,249.2
2004,0.05,0.57,2.4,0.8,800,1,1492.3,4242.2,5734.5,64.6,183.6,248.2
2005,0.05,0.57,2.4,0.8,800,0,1335.7,4367.5,5703.2,57.8,189.1,246.9
2006,0.05,0.57,2.4,0.8,800,-1,1184.7,4475.3,5660,51.3,193.7,245.0
2007,0.05,0.57,2.4,0.8,800,-2,1040.4,4563.7,5604.1,45.0,197.6,242.6
2008,0.05,0.57,2.4,0.8,800,-3,908.6,4634.7,5543.2,39.3,200.6,240.0
2009,0.05,0.57,2.4,0.8,1000,3,1819.2,3947.3,5766.6,78.8,170.9,249.6
2010,0.05,0.57,2.4,0.8,1000,2,1648.7,4103,5751.7,71.4,177.6,249.0
2011,0.05,0.57,2.4,0.8,1000,1,1484.2,4245,5729.2,64.3,183.8,248.0
2012,0.05,0.57,2.4,0.8,1000,0,1327.7,4370.3,5698,57.5,189.2,246.7
2013,0.05,0.57,2.4,0.8,1000,-1,1176.9,4478,5655,50.9,193.9,244.8
2014,0.05,0.57,2.4,0.8,1000,-2,1033.8,4566.4,5600.2,44.8,197.7,242.4
2015,0.05,0.57,2.4,0.8,1000,-3,903.0,4637.3,5540.3,39.1,200.7,239.8
2016,0.05,0.57,2.1,0.2,0,3,3270.1,257.3,3527.4,141.6,11.1,152.7
2017,0.05,0.57,2.1,0.2,0,2,3055.1,347.4,3402.5,132.3,15.0,147.3
2018,0.05,0.57,2.1,0.2,0,1,2841.7,448.5,3290.2,123.0,19.4,142.4
2019,0.05,0.57,2.1,0.2,0,0,2630.4,552.9,3183.3,113.9,23.9,137.8
2020,0.05,0.57,2.1,0.2,0,-1,2421.7,660.9,3082.7,104.8,28.6,133.5
2021,0.05,0.57,2.1,0.2,0,-2,2217.4,771,2988.4,96.0,33.4,129.4
2022,0.05,0.57,2.1,0.2,0,-3,2017.2,874.7,2891.9,87.3,37.9,125.2
2023,0.05,0.57,2.1,0.2,200,3,3199.7,342.5,3542.3,138.5,14.8,153.3
2024,0.05,0.57,2.1,0.2,200,2,2985.7,448.1,3433.8,129.3,19.4,148.6
2025,0.05,0.57,2.1,0.2,200,1,2773.4,560.7,3334.1,120.1,24.3,144.3
2026,0.05,0.57,2.1,0.2,200,0,2563.0,678.7,3241.7,111.0,29.4,140.3
2027,0.05,0.57,2.1,0.2,200,-1,2356.2,800,3156.2,102.0,34.6,136.6
2028,0.05,0.57,2.1,0.2,200,-2,2153.1,919.1,3072.2,93.2,39.8,133.0
2029,0.05,0.57,2.1,0.2,200,-3,1954.1,1025.9,2980,84.6,44.4,129.0
2030,0.05,0.57,2.1,0.2,400,3,3098.8,497.4,3596.2,134.1,21.5,155.7
2031,0.05,0.57,2.1,0.2,400,2,2885.9,613.9,3499.8,124.9,26.6,151.5
2032,0.05,0.57,2.1,0.2,400,1,2674.3,736.9,3411.2,115.8,31.9,147.7
2033,0.05,0.57,2.1,0.2,400,0,2466.0,868,3334,106.8,37.6,144.3
2034,0.05,0.57,2.1,0.2,400,-1,2261.3,995.5,3256.8,97.9,43.1,141.0
2035,0.05,0.57,2.1,0.2,400,-2,2059.4,1113.4,3172.8,89.2,48.2,137.4
2036,0.05,0.57,2.1,0.2,400,-3,1862.3,1216.5,3078.9,80.6,52.7,133.3
2037,0.05,0.57,2.1,0.2,600,3,2968.0,708.3,3676.2,128.5,30.7,159.1
2038,0.05,0.57,2.1,0.2,600,2,2757.3,833.1,3590.4,119.4,36.1,155.4
2039,0.05,0.57,2.1,0.2,600,1,2549.3,964.9,3514.2,110.4,41.8,152.1
2040,0.05,0.57,2.1,0.2,600,0,2345.5,1100.9,3446.5,101.5,47.7,149.2
2041,0.05,0.57,2.1,0.2,600,-1,2144.5,1231.9,3376.4,92.8,53.3,146.2
2042,0.05,0.57,2.1,0.2,600,-2,1947.0,1353,3300,84.3,58.6,142.9
2043,0.05,0.57,2.1,0.2,600,-3,1754.2,1457.1,3211.3,75.9,63.1,139.0
2044,0.05,0.57,2.1,0.2,800,3,2864.4,828.9,3693.2,124.0,35.9,159.9
2045,0.05,0.57,2.1,0.2,800,2,2657.5,957.5,3615,115.0,41.5,156.5
2046,0.05,0.57,2.1,0.2,800,1,2453.6,1091.8,3545.4,106.2,47.3,153.5
2047,0.05,0.57,2.1,0.2,800,0,2252.6,1230,3482.7,97.5,53.2,150.8
2048,0.05,0.57,2.1,0.2,800,-1,2055.0,1360.2,3415.1,89.0,58.9,147.8
2049,0.05,0.57,2.1,0.2,800,-2,1860.4,1481.3,3341.7,80.5,64.1,144.7
2050,0.05,0.57,2.1,0.2,800,-3,1673.7,1585.1,3258.8,72.5,68.6,141.1
2051,0.05,0.57,2.1,0.2,1000,3,2859.3,829.5,3688.8,123.8,35.9,159.7
2052,0.05,0.57,2.1,0.2,1000,2,2652.6,958.1,3610.7,114.8,41.5,156.3
2053,0.05,0.57,2.1,0.2,1000,1,2449.0,1092.4,3541.4,106.0,47.3,153.3
2054,0.05,0.57,2.1,0.2,1000,0,2248.1,1230.7,3478.7,97.3,53.3,150.6
2055,0.05,0.57,2.1,0.2,1000,-1,2050.6,1360.8,3411.4,88.8,58.9,147.7
2056,0.05,0.57,2.1,0.2,1000,-2,1856.3,1481.9,3338.2,80.4,64.2,144.5
2057,0.05,0.57,2.1,0.2,1000,-3,1669.6,1585.7,3255.3,72.3,68.6,140.9
2058,0.05,0.57,2.1,0.32,0,3,3224.9,311.4,3536.3,139.6,13.5,153.1
2059,0.05,0.57,2.1,0.32,0,2,3010.9,409.7,3420.6,130.3,17.7,148.1
2060,0.05,0.57,2.1,0.32,0,1,2798.2,514,3312.2,121.1,22.3,143.4
2061,0.05,0.57,2.1,0.32,0,0,2587.7,623,3210.7,112.0,27.0,139.0
2062,0.05,0.57,2.1,0.32,0,-1,2380.4,735.7,3116,103.0,31.8,134.9
2063,0.05,0.57,2.1,0.32,0,-2,2177.4,850.1,3027.5,94.3,36.8,131.1
2064,0.05,0.57,2.1,0.32,0,-3,1978.6,955,2933.6,85.7,41.3,127.0
2065,0.05,0.57,2.1,0.32,200,3,3047.9,512.5,3560.4,131.9,22.2,154.1
2066,0.05,0.57,2.1,0.32,200,2,2836.7,635.3,3472,122.8,27.5,150.3
2067,0.05,0.57,2.1,0.32,200,1,2627.1,764.7,3391.7,113.7,33.1,146.8
2068,0.05,0.57,2.1,0.32,200,0,2420.4,898,3318.5,104.8,38.9,143.7
2069,0.05,0.57,2.1,0.32,200,-1,2217.5,1031.9,3249.4,96.0,44.7,140.7
2070,0.05,0.57,2.1,0.32,200,-2,2017.7,1155.8,3173.6,87.3,50.0,137.4
2071,0.05,0.57,2.1,0.32,200,-3,1823.0,1265.2,3088.2,78.9,54.8,133.7
2072,0.05,0.57,2.1,0.32,400,3,2874.9,831.8,3706.8,124.5,36.0,160.5
2073,0.05,0.57,2.1,0.32,400,2,2667.2,975.8,3643,115.5,42.2,157.7
2074,0.05,0.57,2.1,0.32,400,1,2461.2,1118.2,3579.3,106.5,48.4,154.9
2075,0.05,0.57,2.1,0.32,400,0,2257.9,1257.9,3515.9,97.7,54.5,152.2
2076,0.05,0.57,2.1,0.32,400,-1,2057.7,1393.2,3450.9,89.1,60.3,149.4
2077,0.05,0.57,2.1,0.32,400,-2,1861.7,1518,3379.7,80.6,65.7,146.3
2078,0.05,0.57,2.1,0.32,400,-3,1673.0,1623.9,3296.8,72.4,70.3,142.7
2079,0.05,0.57,2.1,0.32,600,3,2667.7,1240.3,3908.1,115.5,53.7,169.2
2080,0.05,0.57,2.1,0.32,600,2,2466.1,1396.6,3862.7,106.8,60.5,167.2
2081,0.05,0.57,2.1,0.32,600,1,2266.1,1549,3815.1,98.1,67.1,165.2
2082,0.05,0.57,2.1,0.32,600,0,2068.9,1693.1,3762,89.6,73.3,162.9
2083,0.05,0.57,2.1,0.32,600,-1,1875.4,1825.3,3700.7,81.2,79.0,160.2
2084,0.05,0.57,2.1,0.32,600,-2,1687.9,1943.7,3631.5,73.1,84.1,157.2
2085,0.05,0.57,2.1,0.32,600,-3,1509.5,2042.6,3552.1,65.3,88.4,153.8
2086,0.05,0.57,2.1,0.32,800,3,2513.6,1462,3975.6,108.8,63.3,172.1
2087,0.05,0.57,2.1,0.32,800,2,2316.5,1619.4,3935.9,100.3,70.1,170.4
2088,0.05,0.57,2.1,0.32,800,1,2123.1,1770.5,3893.6,91.9,76.6,168.6
2089,0.05,0.57,2.1,0.32,800,0,1933.7,1912.7,3846.3,83.7,82.8,166.5
2090,0.05,0.57,2.1,0.32,800,-1,1749.3,2042.8,3792.1,75.7,88.4,164.2
2091,0.05,0.57,2.1,0.32,800,-2,1572.6,2160.5,3733,68.1,93.5,161.6
2092,0.05,0.57,2.1,0.32,800,-3,1405.5,2258.1,3663.6,60.8,97.8,158.6
2093,0.05,0.57,2.1,0.32,1000,3,2506.4,1463.1,3969.5,108.5,63.3,171.8
2094,0.05,0.57,2.1,0.32,1000,2,2309.5,1620.5,3930,100.0,70.2,170.1
2095,0.05,0.57,2.1,0.32,1000,1,2116.5,1771.5,3888.1,91.6,76.7,168.3
2096,0.05,0.57,2.1,0.32,1000,0,1927.6,1913.7,3841.3,83.4,82.8,166.3
2097,0.05,0.57,2.1,0.32,1000,-1,1744.1,2043.9,3788,75.5,88.5,164.0
2098,0.05,0.57,2.1,0.32,1000,-2,1567.9,2161.5,3729.4,67.9,93.6,161.4
2099,0.05,0.57,2.1,0.32,1000,-3,1400.9,2259.2,3660,60.6,97.8,158.4
2100,0.05,0.57,2.1,0.44,0,3,3187.6,359.3,3546.9,138.0,15.6,153.5
2101,0.05,0.57,2.1,0.44,0,2,2974.2,462.6,3436.9,128.8,20.0,148.8
2102,0.05,0.57,2.1,0.44,0,1,2762.2,570.6,3332.8,119.6,24.7,144.3
2103,0.05,0.57,2.1,0.44,0,0,2552.4,682.6,3235,110.5,29.5,140.0
2104,0.05,0.57,2.1,0.44,0,-1,2346.3,799.6,3146,101.6,34.6,136.2
2105,0.05,0.57,2.1,0.44,0,-2,2144.4,916.7,3061.2,92.8,39.7,132.5
2106,0.05,0.57,2.1,0.44,0,-3,1946.8,1021.8,2968.5,84.3,44.2,128.5
2107,0.05,0.57,2.1,0.44,200,3,2910.1,696,3606.1,126.0,30.1,156.1
2108,0.05,0.57,2.1,0.44,200,2,2701.5,835.2,3536.8,116.9,36.2,153.1
2109,0.05,0.57,2.1,0.44,200,1,2495.3,978.3,3473.5,108.0,42.4,150.4
2110,0.05,0.57,2.1,0.44,200,0,2292.2,1122.9,3415.1,99.2,48.6,147.8
2111,0.05,0.57,2.1,0.44,200,-1,2091.6,1261.6,3353.2,90.5,54.6,145.2
2112,0.05,0.57,2.1,0.44,200,-2,1895.5,1391.7,3287.2,82.1,60.2,142.3
2113,0.05,0.57,2.1,0.44,200,-3,1705.3,1502.6,3207.9,73.8,65.0,138.9
2114,0.05,0.57,2.1,0.44,400,3,2674.6,1204,3878.6,115.8,52.1,167.9
2115,0.05,0.57,2.1,0.44,400,2,2470.5,1356.7,3827.2,106.9,58.7,165.7
2116,0.05,0.57,2.1,0.44,400,1,2268.7,1512.7,3781.5,98.2,65.5,163.7
2117,0.05,0.57,2.1,0.44,400,0,2070.1,1663.9,3733.9,89.6,72.0,161.6
2118,0.05,0.57,2.1,0.44,400,-1,1874.7,1803.2,3677.9,81.2,78.1,159.2
2119,0.05,0.57,2.1,0.44,400,-2,1687.2,1923.4,3610.6,73.0,83.3,156.3
2120,0.05,0.57,2.1,0.44,400,-3,1509.4,2019.7,3529.1,65.3,87.4,152.8
2121,0.05,0.57,2.1,0.44,600,3,2402.5,1829,4231.4,104.0,79.2,183.2
2122,0.05,0.57,2.1,0.44,600,2,2206.5,1988.8,4195.3,95.5,86.1,181.6
2123,0.05,0.57,2.1,0.44,600,1,2013.3,2141,4154.2,87.2,92.7,179.8
2124,0.05,0.57,2.1,0.44,600,0,1824.4,2282.8,4107.1,79.0,98.8,177.8
2125,0.05,0.57,2.1,0.44,600,-1,1642.3,2409.7,4052,71.1,104.3,175.4
2126,0.05,0.57,2.1,0.44,600,-2,1471.4,2519.9,3991.3,63.7,109.1,172.8
2127,0.05,0.57,2.1,0.44,600,-3,1309.0,2608.7,3917.7,56.7,112.9,169.6
2128,0.05,0.57,2.1,0.44,800,3,2213.9,2144.7,4358.6,95.8,92.8,188.7
2129,0.05,0.57,2.1,0.44,800,2,2028.8,2302.2,4331,87.8,99.7,187.5
2130,0.05,0.57,2.1,0.44,800,1,1848.0,2451.5,4299.5,80.0,106.1,186.1
2131,0.05,0.57,2.1,0.44,800,0,1672.9,2590.2,4263,72.4,112.1,184.5
2132,0.05,0.57,2.1,0.44,800,-1,1504.0,2715.2,4219.2,65.1,117.5,182.6
2133,0.05,0.57,2.1,0.44,800,-2,1342.8,2822.7,4165.6,58.1,122.2,180.3
2134,0.05,0.57,2.1,0.44,800,-3,1191.4,2908.6,4099.9,51.6,125.9,177.5
2135,0.05,0.57,2.1,0.44,1000,3,2206.5,2146.2,4352.7,95.5,92.9,188.4
2136,0.05,0.57,2.1,0.44,1000,2,2021.9,2303.7,4325.7,87.5,99.7,187.3
2137,0.05,0.57,2.1,0.44,1000,1,1841.5,2453,4294.5,79.7,106.2,185.9
2138,0.05,0.57,2.1,0.44,1000,0,1666.7,2591.7,4258.4,72.2,112.2,184.3
2139,0.05,0.57,2.1,0.44,1000,-1,1498.4,2716.7,4215.2,64.9,117.6,182.5
2140,0.05,0.57,2.1,0.44,1000,-2,1338.0,2824.2,4162.3,57.9,122.3,180.2
2141,0.05,0.57,2.1,0.44,1000,-3,1186.7,2910,4096.8,51.4,126.0,177.4
2142,0.05,0.57,2.1,0.56,0,3,3155.5,402.8,3558.3,136.6,17.4,154.0
2143,0.05,0.57,2.1,0.56,0,2,2942.7,508.7,3451.4,127.4,22.0,149.4
2144,0.05,0.57,2.1,0.56,0,1,2731.2,619.8,3351,118.2,26.8,145.1
2145,0.05,0.57,2.1,0.56,0,0,2522.1,734.7,3256.8,109.2,31.8,141.0
2146,0.05,0.57,2.1,0.56,0,-1,2317.2,855.7,3172.9,100.3,37.0,137.4
2147,0.05,0.57,2.1,0.56,0,-2,2116.1,974.5,3090.7,91.6,42.2,133.8
2148,0.05,0.57,2.1,0.56,0,-3,1919.4,1079.8,2999.2,83.1,46.7,129.8
2149,0.05,0.57,2.1,0.56,200,3,2787.2,884.7,3671.9,120.7,38.3,159.0
2150,0.05,0.57,2.1,0.56,200,2,2581.3,1035.4,3616.8,111.7,44.8,156.6
2151,0.05,0.57,2.1,0.56,200,1,2377.7,1188,3565.8,102.9,51.4,154.4
2152,0.05,0.57,2.1,0.56,200,0,2176.6,1339.4,3516,94.2,58.0,152.2
2153,0.05,0.57,2.1,0.56,200,-1,1979.2,1486,3465.2,85.7,64.3,150.0
2154,0.05,0.57,2.1,0.56,200,-2,1787.4,1617.2,3404.6,77.4,70.0,147.4
2155,0.05,0.57,2.1,0.56,200,-3,1603.2,1726.1,3329.3,69.4,74.7,144.1
2156,0.05,0.57,2.1,0.56,400,3,2495.2,1571.7,4066.9,108.0,68.0,176.1
2157,0.05,0.57,2.1,0.56,400,2,2294.7,1740,4034.7,99.3,75.3,174.7
2158,0.05,0.57,2.1,0.56,400,1,2097.3,1902.1,3999.5,90.8,82.3,173.1
2159,0.05,0.57,2.1,0.56,400,0,1902.7,2053.6,3956.3,82.4,88.9,171.3
2160,0.05,0.57,2.1,0.56,400,-1,1715.9,2187.6,3903.5,74.3,94.7,169.0
2161,0.05,0.57,2.1,0.56,400,-2,1539.1,2298.9,3838,66.6,99.5,166.1
2162,0.05,0.57,2.1,0.56,400,-3,1370.1,2388,3758.1,59.3,103.4,162.7
2163,0.05,0.57,2.1,0.56,600,3,2166.0,2392.1,4558.1,93.8,103.6,197.3
2164,0.05,0.57,2.1,0.56,600,2,1977.2,2553.8,4530.9,85.6,110.6,196.1
2165,0.05,0.57,2.1,0.56,600,1,1792.9,2705,4497.8,77.6,117.1,194.7
2166,0.05,0.57,2.1,0.56,600,0,1616.9,2842.5,4459.4,70.0,123.1,193.0
2167,0.05,0.57,2.1,0.56,600,-1,1450.9,2963.3,4414.3,62.8,128.3,191.1
2168,0.05,0.57,2.1,0.56,600,-2,1293.3,3065,4358.3,56.0,132.7,188.7
2169,0.05,0.57,2.1,0.56,600,-3,1143.3,3146.2,4289.6,49.5,136.2,185.7
2170,0.05,0.57,2.1,0.56,800,3,1962.6,2801.9,4764.5,85.0,121.3,206.3
2171,0.05,0.57,2.1,0.56,800,2,1789.5,2959.8,4749.3,77.5,128.1,205.6
2172,0.05,0.57,2.1,0.56,800,1,1620.7,3107.5,4728.2,70.2,134.5,204.7
2173,0.05,0.57,2.1,0.56,800,0,1457.0,3241.9,4698.9,63.1,140.3,203.4
2174,0.05,0.57,2.1,0.56,800,-1,1302.7,3359.9,4662.6,56.4,145.5,201.8
2175,0.05,0.57,2.1,0.56,800,-2,1156.4,3458.6,4615,50.1,149.7,199.8
2176,0.05,0.57,2.1,0.56,800,-3,1014.9,3537.8,4552.7,43.9,153.2,197.1
2177,0.05,0.57,2.1,0.56,1000,3,1955.1,2803.9,4759,84.6,121.4,206.0
2178,0.05,0.57,2.1,0.56,1000,2,1782.7,2961.8,4744.5,77.2,128.2,205.4
2179,0.05,0.57,2.1,0.56,1000,1,1614.3,3109.4,4723.7,69.9,134.6,204.5
2180,0.05,0.57,2.1,0.56,1000,0,1451.0,3243.8,4694.8,62.8,140.4,203.2
2181,0.05,0.57,2.1,0.56,1000,-1,1296.8,3361.8,4658.6,56.1,145.5,201.7
2182,0.05,0.57,2.1,0.56,1000,-2,1150.2,3460.6,4610.8,49.8,149.8,199.6
2183,0.05,0.57,2.1,0.56,1000,-3,1008.8,3539.7,4548.5,43.7,153.2,196.9
2184,0.05,0.57,2.1,0.68,0,3,3127.1,442.3,3569.5,135.4,19.1,154.5
2185,0.05,0.57,2.1,0.68,0,2,2914.8,550.7,3465.5,126.2,23.8,150.0
2186,0.05,0.57,2.1,0.68,0,1,2703.8,664.2,3368,117.0,28.8,145.8
2187,0.05,0.57,2.1,0.68,0,0,2495.6,783,3278.6,108.0,33.9,141.9
2188,0.05,0.57,2.1,0.68,0,-1,2291.4,906.6,3198,99.2,39.2,138.4
2189,0.05,0.57,2.1,0.68,0,-2,2091.3,1026.4,3117.7,90.5,44.4,135.0
2190,0.05,0.57,2.1,0.68,0,-3,1894.9,1131.9,3026.8,82.0,49.0,131.0
2191,0.05,0.57,2.1,0.68,200,3,2672.4,1083,3755.4,115.7,46.9,162.6
2192,0.05,0.57,2.1,0.68,200,2,2468.8,1241.6,3710.4,106.9,53.7,160.6
2193,0.05,0.57,2.1,0.68,200,1,2267.6,1403.2,3670.7,98.2,60.7,158.9
2194,0.05,0.57,2.1,0.68,200,0,2068.9,1561.3,3630.2,89.6,67.6,157.2
2195,0.05,0.57,2.1,0.68,200,-1,1875.2,1708.9,3584.1,81.2,74.0,155.2
2196,0.05,0.57,2.1,0.68,200,-2,1688.3,1838.1,3526.4,73.1,79.6,152.7
2197,0.05,0.57,2.1,0.68,200,-3,1509.8,1942.6,3452.4,65.4,84.1,149.5
2198,0.05,0.57,2.1,0.68,400,3,2328.0,1959.9,4287.9,100.8,84.8,185.6
2199,0.05,0.57,2.1,0.68,400,2,2132.0,2129.6,4261.7,92.3,92.2,184.5
2200,0.05,0.57,2.1,0.68,400,1,1938.2,2289.6,4227.8,83.9,99.1,183.0
2201,0.05,0.57,2.1,0.68,400,0,1752.1,2434.3,4186.4,75.8,105.4,181.2
2202,0.05,0.57,2.1,0.68,400,-1,1575.3,2559.9,4135.3,68.2,110.8,179.0
2203,0.05,0.57,2.1,0.68,400,-2,1405.8,2663.5,4069.3,60.9,115.3,176.2
2204,0.05,0.57,2.1,0.68,400,-3,1246.8,2745.9,3992.7,54.0,118.9,172.8
2205,0.05,0.57,2.1,0.68,600,3,1954.5,2954.1,4908.6,84.6,127.9,212.5
2206,0.05,0.57,2.1,0.68,600,2,1776.8,3112.4,4889.2,76.9,134.7,211.7
2207,0.05,0.57,2.1,0.68,600,1,1605.9,3256.9,4862.8,69.5,141.0,210.5
2208,0.05,0.57,2.1,0.68,600,0,1444.0,3386.4,4830.4,62.5,146.6,209.1
2209,0.05,0.57,2.1,0.68,600,-1,1289.6,3498.7,4788.3,55.8,151.5,207.3
2210,0.05,0.57,2.1,0.68,600,-2,1141.4,3591.4,4732.8,49.4,155.5,204.9
2211,0.05,0.57,2.1,0.68,600,-3,998.3,3665.6,4663.9,43.2,158.7,201.9
2212,0.05,0.57,2.1,0.68,800,3,1749.6,3445.4,5195,75.7,149.2,224.9
2213,0.05,0.57,2.1,0.68,800,2,1585.7,3598.6,5184.3,68.6,155.8,224.4
2214,0.05,0.57,2.1,0.68,800,1,1428.4,3739.9,5168.2,61.8,161.9,223.7
2215,0.05,0.57,2.1,0.68,800,0,1278.8,3865.7,5144.5,55.4,167.3,222.7
2216,0.05,0.57,2.1,0.68,800,-1,1134.9,3974.7,5109.6,49.1,172.1,221.2
2217,0.05,0.57,2.1,0.68,800,-2,996.7,4064.6,5061.3,43.1,176.0,219.1
2218,0.05,0.57,2.1,0.68,800,-3,870.1,4136.9,5007,37.7,179.1,216.8
2219,0.05,0.57,2.1,0.68,1000,3,1741.9,3447.9,5189.8,75.4,149.3,224.7
2220,0.05,0.57,2.1,0.68,1000,2,1578.3,3601,5179.3,68.3,155.9,224.2
2221,0.05,0.57,2.1,0.68,1000,1,1421.0,3742.2,5163.3,61.5,162.0,223.5
2222,0.05,0.57,2.1,0.68,1000,0,1271.4,3868.1,5139.5,55.0,167.5,222.5
2223,0.05,0.57,2.1,0.68,1000,-1,1127.8,3977.1,5104.8,48.8,172.2,221.0
2224,0.05,0.57,2.1,0.68,1000,-2,990.1,4066.9,5057,42.9,176.1,218.9
2225,0.05,0.57,2.1,0.68,1000,-3,864.4,4139.2,5003.6,37.4,179.2,216.6
2226,0.05,0.57,2.1,0.8,0,3,3100.7,480.4,3581.1,134.2,20.8,155.0
2227,0.05,0.57,2.1,0.8,0,2,2888.7,591.3,3480,125.1,25.6,150.6
2228,0.05,0.57,2.1,0.8,0,1,2678.1,707.3,3385.4,115.9,30.6,146.6
2229,0.05,0.57,2.1,0.8,0,0,2471.0,829.4,3300.3,107.0,35.9,142.9
2230,0.05,0.57,2.1,0.8,0,-1,2267.5,955.1,3222.6,98.2,41.3,139.5
2231,0.05,0.57,2.1,0.8,0,-2,2068.0,1075.7,3143.7,89.5,46.6,136.1
2232,0.05,0.57,2.1,0.8,0,-3,1872.2,1181.4,3053.6,81.0,51.1,132.2
2233,0.05,0.57,2.1,0.8,200,3,2566.5,1281.1,3847.6,111.1,55.5,166.6
2234,0.05,0.57,2.1,0.8,200,2,2365.3,1450.2,3815.5,102.4,62.8,165.2
2235,0.05,0.57,2.1,0.8,200,1,2165.9,1616.7,3782.6,93.8,70.0,163.7
2236,0.05,0.57,2.1,0.8,200,0,1970.1,1776.9,3747,85.3,76.9,162.2
2237,0.05,0.57,2.1,0.8,200,-1,1780.7,1923.8,3704.5,77.1,83.3,160.4
2238,0.05,0.57,2.1,0.8,200,-2,1598.9,2049.1,3648,69.2,88.7,157.9
2239,0.05,0.57,2.1,0.8,200,-3,1425.4,2148.6,3574,61.7,93.0,154.7
2240,0.05,0.57,2.1,0.8,400,3,2175.7,2333.1,4508.8,94.2,101.0,195.2
2241,0.05,0.57,2.1,0.8,400,2,1983.1,2500.7,4483.8,85.8,108.3,194.1
2242,0.05,0.57,2.1,0.8,400,1,1797.2,2655.7,4453,77.8,115.0,192.8
2243,0.05,0.57,2.1,0.8,400,0,1620.4,2794.9,4415.2,70.1,121.0,191.1
2244,0.05,0.57,2.1,0.8,400,-1,1450.3,2913.3,4363.6,62.8,126.1,188.9
2245,0.05,0.57,2.1,0.8,400,-2,1290.2,3010.1,4300.3,55.9,130.3,186.2
2246,0.05,0.57,2.1,0.8,400,-3,1138.6,3086.9,4225.5,49.3,133.6,182.9
2247,0.05,0.57,2.1,0.8,600,3,1774.3,3489.3,5263.6,76.8,151.1,227.9
2248,0.05,0.57,2.1,0.8,600,2,1607.8,3641.7,5249.5,69.6,157.6,227.3
2249,0.05,0.57,2.1,0.8,600,1,1447.8,3779.2,5227.1,62.7,163.6,226.3
2250,0.05,0.57,2.1,0.8,600,0,1296.3,3901.7,5198,56.1,168.9,225.0
2251,0.05,0.57,2.1,0.8,600,-1,1149.3,4006.4,5155.8,49.8,173.4,223.2
2252,0.05,0.57,2.1,0.8,600,-2,1007.6,4091.9,5099.6,43.6,177.1,220.8
2253,0.05,0.57,2.1,0.8,600,-3,878.9,4160.1,5039.1,38.0,180.1,218.1
2254,0.05,0.57,2.1,0.8,800,3,1566.1,4057.4,5623.5,67.8,175.6,243.4
2255,0.05,0.57,2.1,0.8,800,2,1413.1,4205.3,5618.4,61.2,182.0,243.2
2256,0.05,0.57,2.1,0.8,800,1,1267.3,4338.6,5605.9,54.9,187.8,242.7
2257,0.05,0.57,2.1,0.8,800,0,1126.4,4457.9,5584.3,48.8,193.0,241.7
2258,0.05,0.57,2.1,0.8,800,-1,993.4,4559.2,5552.6,43.0,197.4,240.4
2259,0.05,0.57,2.1,0.8,800,-2,870.0,4642.1,5512.2,37.7,201.0,238.6
2260,0.05,0.57,2.1,0.8,800,-3,753.6,4708.2,5461.8,32.6,203.8,236.4
2261,0.05,0.57,2.1,0.8,1000,3,1558.0,4063.3,5621.3,67.4,175.9,243.3
2262,0.05,0.57,2.1,0.8,1000,2,1405.2,4210.9,5616.1,60.8,182.3,243.1
2263,0.05,0.57,2.1,0.8,1000,1,1259.5,4344.1,5603.6,54.5,188.1,242.6
