,Insulation thickness (m),Wall U-value (W/m2K),Window U-value (W/m2K),Window SHGC (ratio),Shading control (W/m2),Thermostat settings offset (C),Heating energy (kWh),Cooling energy (kWh),Total energy (kWh),Heating energy (kWh/m2),Cooling energy (kWh/m2),Total energy (kWh/m2) 
5987,0.2,0.17,1.8,0.68,600,1,1056.5,3405.3,4461.8,45.7,147.4,193.2
5988,0.2,0.17,1.8,0.68,600,0,932.9,3516.9,4449.8,40.4,152.2,192.6
5989,0.2,0.17,1.8,0.68,600,-1,817.5,3613.6,4431,35.4,156.4,191.8
5990,0.2,0.17,1.8,0.68,600,-2,710.3,3693.2,4403.5,30.7,159.9,190.6
5991,0.2,0.17,1.8,0.68,600,-3,606.5,3755.5,4362,26.3,162.6,188.8
5992,0.2,0.17,1.8,0.68,800,3,1139.5,3640.5,4780,49.3,157.6,206.9
5993,0.2,0.17,1.8,0.68,800,2,1018.3,3772.6,4791,44.1,163.3,207.4
5994,0.2,0.17,1.8,0.68,800,1,903.2,3893.9,4797.1,39.1,168.6,207.7
5995,0.2,0.17,1.8,0.68,800,0,794.2,4002.4,4796.6,34.4,173.3,207.6
5996,0.2,0.17,1.8,0.68,800,-1,690.8,4096.5,4787.3,29.9,177.3,207.2
5997,0.2,0.17,1.8,0.68,800,-2,596.3,4173.4,4769.6,25.8,180.7,206.5
5998,0.2,0.17,1.8,0.68,800,-3,507.5,4233.8,4741.3,22.0,183.3,205.3
5999,0.2,0.17,1.8,0.68,1000,3,1131.8,3643,4774.7,49.0,157.7,206.7
6000,0.2,0.17,1.8,0.68,1000,2,1011.1,3775,4786.1,43.8,163.4,207.2
6001,0.2,0.17,1.8,0.68,1000,1,896.7,3896.3,4793,38.8,168.7,207.5
6002,0.2,0.17,1.8,0.68,1000,0,788.3,4004.8,4793.1,34.1,173.4,207.5
6003,0.2,0.17,1.8,0.68,1000,-1,685.4,4098.9,4784.3,29.7,177.4,207.1
6004,0.2,0.17,1.8,0.68,1000,-2,592.0,4175.8,4767.8,25.6,180.8,206.4
6005,0.2,0.17,1.8,0.68,1000,-3,503.5,4236.2,4739.6,21.8,183.4,205.2
6006,0.2,0.17,1.8,0.8,0,3,2439.9,505.3,2945.2,105.6,21.9,127.5
6007,0.2,0.17,1.8,0.8,0,2,2262.5,609.8,2872.3,97.9,26.4,124.3
6008,0.2,0.17,1.8,0.8,0,1,2087.7,720.2,2807.9,90.4,31.2,121.6
6009,0.2,0.17,1.8,0.8,0,0,1916.8,836.9,2753.8,83.0,36.2,119.2
6010,0.2,0.17,1.8,0.8,0,-1,1748.7,952.4,2701,75.7,41.2,116.9
6011,0.2,0.17,1.8,0.8,0,-2,1583.8,1063.4,2647.1,68.6,46.0,114.6
6012,0.2,0.17,1.8,0.8,0,-3,1423.2,1161.9,2585.1,61.6,50.3,111.9
6013,0.2,0.17,1.8,0.8,200,3,1895.7,1419,3314.6,82.1,61.4,143.5
6014,0.2,0.17,1.8,0.8,200,2,1729.9,1571.7,3301.5,74.9,68.0,142.9
6015,0.2,0.17,1.8,0.8,200,1,1568.8,1720.7,3289.5,67.9,74.5,142.4
6016,0.2,0.17,1.8,0.8,200,0,1413.3,1861.1,3274.4,61.2,80.6,141.7
6017,0.2,0.17,1.8,0.8,200,-1,1264.8,1989.3,3254.1,54.8,86.1,140.9
6018,0.2,0.17,1.8,0.8,200,-2,1122.6,2098.1,3220.7,48.6,90.8,139.4
6019,0.2,0.17,1.8,0.8,200,-3,988.3,2184.1,3172.4,42.8,94.5,137.3
6020,0.2,0.17,1.8,0.8,400,3,1512.7,2512.3,4025.1,65.5,108.8,174.2
6021,0.2,0.17,1.8,0.8,400,2,1364.1,2656.7,4020.8,59.1,115.0,174.1
6022,0.2,0.17,1.8,0.8,400,1,1222.1,2790.5,4012.6,52.9,120.8,173.7
6023,0.2,0.17,1.8,0.8,400,0,1088.2,2909.8,3998,47.1,126.0,173.1
6024,0.2,0.17,1.8,0.8,400,-1,961.9,3011.9,3973.8,41.6,130.4,172.0
6025,0.2,0.17,1.8,0.8,400,-2,844.5,3095.3,3939.8,36.6,134.0,170.6
6026,0.2,0.17,1.8,0.8,400,-3,731.7,3161.6,3893.3,31.7,136.9,168.5
6027,0.2,0.17,1.8,0.8,600,3,1160.4,3691.1,4851.4,50.2,159.8,210.0
6028,0.2,0.17,1.8,0.8,600,2,1035.0,3821.8,4856.8,44.8,165.4,210.3
6029,0.2,0.17,1.8,0.8,600,1,915.1,3940.8,4855.9,39.6,170.6,210.2
6030,0.2,0.17,1.8,0.8,600,0,804.4,4045.7,4850.1,34.8,175.1,210.0
6031,0.2,0.17,1.8,0.8,600,-1,698.4,4134.4,4832.7,30.2,179.0,209.2
6032,0.2,0.17,1.8,0.8,600,-2,597.0,4205.9,4802.9,25.8,182.1,207.9
6033,0.2,0.17,1.8,0.8,600,-3,505.3,4262.5,4767.8,21.9,184.5,206.4
6034,0.2,0.17,1.8,0.8,800,3,986.5,4293.9,5280.4,42.7,185.9,228.6
6035,0.2,0.17,1.8,0.8,800,2,876.2,4419.9,5296,37.9,191.3,229.3
6036,0.2,0.17,1.8,0.8,800,1,772.6,4534.5,5307.1,33.4,196.3,229.7
6037,0.2,0.17,1.8,0.8,800,0,676.7,4635.8,5312.6,29.3,200.7,230.0
6038,0.2,0.17,1.8,0.8,800,-1,584.7,4721.3,5306,25.3,204.4,229.7
6039,0.2,0.17,1.8,0.8,800,-2,497.8,4790,5287.8,21.6,207.4,228.9
6040,0.2,0.17,1.8,0.8,800,-3,418.3,4844.8,5263.1,18.1,209.7,227.8
6041,0.2,0.17,1.8,0.8,1000,3,980.6,4310.8,5291.4,42.4,186.6,229.1
6042,0.2,0.17,1.8,0.8,1000,2,870.9,4436.6,5307.5,37.7,192.1,229.8
6043,0.2,0.17,1.8,0.8,1000,1,768.0,4551.3,5319.4,33.2,197.0,230.3
6044,0.2,0.17,1.8,0.8,1000,0,672.3,4652.5,5324.8,29.1,201.4,230.5
6045,0.2,0.17,1.8,0.8,1000,-1,580.2,4737.8,5318.1,25.1,205.1,230.2
6046,0.2,0.17,1.8,0.8,1000,-2,493.5,4806.5,5300,21.4,208.1,229.4
6047,0.2,0.17,1.8,0.8,1000,-3,415.2,4861.3,5276.6,18.0,210.4,228.4
6048,0.2,0.17,1.5,0.2,0,3,2303.2,277.6,2580.8,99.7,12.0,111.7
6049,0.2,0.17,1.5,0.2,0,2,2138.6,364.1,2502.7,92.6,15.8,108.3
6050,0.2,0.17,1.5,0.2,0,1,1975.9,453.4,2429.2,85.5,19.6,105.2
6051,0.2,0.17,1.5,0.2,0,0,1815.4,550.4,2365.8,78.6,23.8,102.4
6052,0.2,0.17,1.5,0.2,0,-1,1659.5,652.5,2312,71.8,28.2,100.1
6053,0.2,0.17,1.5,0.2,0,-2,1506.4,752.4,2258.8,65.2,32.6,97.8
6054,0.2,0.17,1.5,0.2,0,-3,1356.6,843.6,2200.2,58.7,36.5,95.2
6055,0.2,0.17,1.5,0.2,200,3,2204.2,404,2608.1,95.4,17.5,112.9
6056,0.2,0.17,1.5,0.2,200,2,2041.2,504.9,2546,88.4,21.9,110.2
6057,0.2,0.17,1.5,0.2,200,1,1879.9,612,2491.9,81.4,26.5,107.9
6058,0.2,0.17,1.5,0.2,200,0,1722.4,724,2446.4,74.6,31.3,105.9
6059,0.2,0.17,1.5,0.2,200,-1,1568.2,833.9,2402,67.9,36.1,104.0
6060,0.2,0.17,1.5,0.2,200,-2,1417.1,937.1,2354.2,61.3,40.6,101.9
6061,0.2,0.17,1.5,0.2,200,-3,1271.2,1033.3,2304.5,55.0,44.7,99.8
6062,0.2,0.17,1.5,0.2,400,3,2094.4,597.2,2691.6,90.7,25.9,116.5
6063,0.2,0.17,1.5,0.2,400,2,1933.7,712.7,2646.4,83.7,30.9,114.6
6064,0.2,0.17,1.5,0.2,400,1,1775.1,828.6,2603.7,76.8,35.9,112.7
6065,0.2,0.17,1.5,0.2,400,0,1619.1,943.3,2562.4,70.1,40.8,110.9
6066,0.2,0.17,1.5,0.2,400,-1,1466.7,1055.2,2521.9,63.5,45.7,109.2
6067,0.2,0.17,1.5,0.2,400,-2,1319.5,1162.1,2481.6,57.1,50.3,107.4
6068,0.2,0.17,1.5,0.2,400,-3,1178.8,1255.5,2434.3,51.0,54.4,105.4
6069,0.2,0.17,1.5,0.2,600,3,1959.5,839.9,2799.4,84.8,36.4,121.2
6070,0.2,0.17,1.5,0.2,600,2,1802.8,963.7,2766.4,78.0,41.7,119.8
6071,0.2,0.17,1.5,0.2,600,1,1648.1,1087.4,2735.5,71.3,47.1,118.4
6072,0.2,0.17,1.5,0.2,600,0,1496.3,1208.1,2704.4,64.8,52.3,117.1
6073,0.2,0.17,1.5,0.2,600,-1,1348.8,1323,2671.8,58.4,57.3,115.7
6074,0.2,0.17,1.5,0.2,600,-2,1208.3,1427.6,2635.9,52.3,61.8,114.1
6075,0.2,0.17,1.5,0.2,600,-3,1074.2,1517.3,2591.5,46.5,65.7,112.2
6076,0.2,0.17,1.5,0.2,800,3,1857.6,974.6,2832.2,80.4,42.2,122.6
6077,0.2,0.17,1.5,0.2,800,2,1704.1,1100.7,2804.8,73.8,47.6,121.4
6078,0.2,0.17,1.5,0.2,800,1,1552.6,1226.3,2778.9,67.2,53.1,120.3
6079,0.2,0.17,1.5,0.2,800,0,1405.4,1346.9,2752.3,60.8,58.3,119.1
6080,0.2,0.17,1.5,0.2,800,-1,1264.3,1459.7,2724,54.7,63.2,117.9
6081,0.2,0.17,1.5,0.2,800,-2,1129.7,1561.9,2691.6,48.9,67.6,116.5
6082,0.2,0.17,1.5,0.2,800,-3,1002.8,1650.5,2653.3,43.4,71.5,114.9
6083,0.2,0.17,1.5,0.2,1000,3,1852.7,975.2,2827.9,80.2,42.2,122.4
6084,0.2,0.17,1.5,0.2,1000,2,1699.4,1101.3,2800.7,73.6,47.7,121.2
6085,0.2,0.17,1.5,0.2,1000,1,1548.0,1227,2775,67.0,53.1,120.1
6086,0.2,0.17,1.5,0.2,1000,0,1400.9,1347.6,2748.5,60.6,58.3,119.0
6087,0.2,0.17,1.5,0.2,1000,-1,1260.1,1460.4,2720.5,54.5,63.2,117.8
6088,0.2,0.17,1.5,0.2,1000,-2,1126.3,1562.5,2688.9,48.8,67.6,116.4
6089,0.2,0.17,1.5,0.2,1000,-3,999.5,1651.1,2650.5,43.3,71.5,114.7
6090,0.2,0.17,1.5,0.32,0,3,2257.1,343.6,2600.8,97.7,14.9,112.6
6091,0.2,0.17,1.5,0.32,0,2,2093.5,433,2526.5,90.6,18.7,109.4
6092,0.2,0.17,1.5,0.32,0,1,1931.4,528.9,2460.3,83.6,22.9,106.5
6093,0.2,0.17,1.5,0.32,0,0,1772.9,631.2,2404.1,76.7,27.3,104.1
6094,0.2,0.17,1.5,0.32,0,-1,1618.2,737,2355.1,70.1,31.9,102.0
6095,0.2,0.17,1.5,0.32,0,-2,1465.9,838.5,2304.4,63.5,36.3,99.8
6096,0.2,0.17,1.5,0.32,0,-3,1317.9,931.2,2249.1,57.1,40.3,97.4
6097,0.2,0.17,1.5,0.32,200,3,2054.7,614,2668.8,88.9,26.6,115.5
6098,0.2,0.17,1.5,0.32,200,2,1894.8,731.2,2626,82.0,31.7,113.7
6099,0.2,0.17,1.5,0.32,200,1,1737.7,851.8,2589.4,75.2,36.9,112.1
6100,0.2,0.17,1.5,0.32,200,0,1584.0,970.2,2554.3,68.6,42.0,110.6
6101,0.2,0.17,1.5,0.32,200,-1,1433.3,1087.7,2520.9,62.0,47.1,109.1
6102,0.2,0.17,1.5,0.32,200,-2,1288.0,1200.5,2488.5,55.8,52.0,107.7
6103,0.2,0.17,1.5,0.32,200,-3,1149.4,1297.7,2447.2,49.8,56.2,105.9
6104,0.2,0.17,1.5,0.32,400,3,1877.8,992.5,2870.3,81.3,43.0,124.3
6105,0.2,0.17,1.5,0.32,400,2,1721.3,1118.9,2840.2,74.5,48.4,123.0
6106,0.2,0.17,1.5,0.32,400,1,1567.3,1248.6,2815.9,67.8,54.1,121.9
6107,0.2,0.17,1.5,0.32,400,0,1418.0,1374,2792,61.4,59.5,120.9
6108,0.2,0.17,1.5,0.32,400,-1,1274.7,1492.4,2767.1,55.2,64.6,119.8
6109,0.2,0.17,1.5,0.32,400,-2,1138.2,1597.9,2736.1,49.3,69.2,118.4
6110,0.2,0.17,1.5,0.32,400,-3,1007.6,1684.6,2692.2,43.6,72.9,116.5
6111,0.2,0.17,1.5,0.32,600,3,1672.4,1449.6,3122,72.4,62.8,135.2
6112,0.2,0.17,1.5,0.32,600,2,1522.6,1583.5,3106,65.9,68.5,134.5
6113,0.2,0.17,1.5,0.32,600,1,1376.4,1712.5,3088.9,59.6,74.1,133.7
6114,0.2,0.17,1.5,0.32,600,0,1237.1,1833.9,3071,53.6,79.4,132.9
6115,0.2,0.17,1.5,0.32,600,-1,1105.6,1944.1,3049.7,47.9,84.2,132.0
6116,0.2,0.17,1.5,0.32,600,-2,980.9,2041.1,3021.9,42.5,88.4,130.8
6117,0.2,0.17,1.5,0.32,600,-3,861.8,2121.9,2983.7,37.3,91.9,129.2
6118,0.2,0.17,1.5,0.32,800,3,1530.0,1681.8,3211.9,66.2,72.8,139.0
6119,0.2,0.17,1.5,0.32,800,2,1389.7,1815.2,3204.9,60.2,78.6,138.7
6120,0.2,0.17,1.5,0.32,800,1,1254.7,1942.1,3196.8,54.3,84.1,138.4
6121,0.2,0.17,1.5,0.32,800,0,1125.0,2060.9,3185.8,48.7,89.2,137.9
6122,0.2,0.17,1.5,0.32,800,-1,1001.7,2168.8,3170.5,43.4,93.9,137.3
6123,0.2,0.17,1.5,0.32,800,-2,884.0,2264.2,3148.2,38.3,98.0,136.3
6124,0.2,0.17,1.5,0.32,800,-3,773.2,2343.6,3116.8,33.5,101.5,134.9
6125,0.2,0.17,1.5,0.32,1000,3,1524.2,1683,3207.1,66.0,72.9,138.8
6126,0.2,0.17,1.5,0.32,1000,2,1384.2,1816.3,3200.5,59.9,78.6,138.5
6127,0.2,0.17,1.5,0.32,1000,1,1249.4,1943.2,3192.6,54.1,84.1,138.2
6128,0.2,0.17,1.5,0.32,1000,0,1120.2,2062,3182.2,48.5,89.3,137.8
6129,0.2,0.17,1.5,0.32,1000,-1,997.5,2169.9,3167.4,43.2,93.9,137.1
6130,0.2,0.17,1.5,0.32,1000,-2,879.8,2265.3,3145.1,38.1,98.1,136.2
6131,0.2,0.17,1.5,0.32,1000,-3,769.2,2344.7,3114,33.3,101.5,134.8
6132,0.2,0.17,1.5,0.44,0,3,2218.5,400.3,2618.8,96.0,17.3,113.4
6133,0.2,0.17,1.5,0.44,0,2,2055.6,493.9,2549.4,89.0,21.4,110.4
6134,0.2,0.17,1.5,0.44,0,1,1894.3,594.3,2488.6,82.0,25.7,107.7
6135,0.2,0.17,1.5,0.44,0,0,1737.5,700.7,2438.3,75.2,30.3,105.6
6136,0.2,0.17,1.5,0.44,0,-1,1583.6,808.1,2391.8,68.6,35.0,103.5
6137,0.2,0.17,1.5,0.44,0,-2,1432.3,911.6,2343.9,62.0,39.5,101.5
6138,0.2,0.17,1.5,0.44,0,-3,1285.8,1005.5,2291.3,55.7,43.5,99.2
6139,0.2,0.17,1.5,0.44,200,3,1916.7,840.3,2757,83.0,36.4,119.4
6140,0.2,0.17,1.5,0.44,200,2,1760.1,967.4,2727.5,76.2,41.9,118.1
6141,0.2,0.17,1.5,0.44,200,1,1606.3,1095.9,2702.3,69.5,47.4,117.0
6142,0.2,0.17,1.5,0.44,200,0,1456.2,1225.1,2681.3,63.0,53.0,116.1
6143,0.2,0.17,1.5,0.44,200,-1,1310.9,1349.3,2660.2,56.7,58.4,115.2
6144,0.2,0.17,1.5,0.44,200,-2,1172.5,1461.3,2633.8,50.8,63.3,114.0
6145,0.2,0.17,1.5,0.44,200,-3,1039.3,1554.4,2593.7,45.0,67.3,112.3
6146,0.2,0.17,1.5,0.44,400,3,1676.2,1418.4,3094.6,72.6,61.4,134.0
6147,0.2,0.17,1.5,0.44,400,2,1524.9,1556.9,3081.8,66.0,67.4,133.4
6148,0.2,0.17,1.5,0.44,400,1,1379.1,1691.1,3070.2,59.7,73.2,132.9
6149,0.2,0.17,1.5,0.44,400,0,1239.4,1817.5,3056.9,53.7,78.7,132.3
6150,0.2,0.17,1.5,0.44,400,-1,1105.7,1932,3037.7,47.9,83.6,131.5
6151,0.2,0.17,1.5,0.44,400,-2,979.6,2028.9,3008.5,42.4,87.8,130.2
6152,0.2,0.17,1.5,0.44,400,-3,859.5,2106.4,2965.9,37.2,91.2,128.4
6153,0.2,0.17,1.5,0.44,600,3,1413.2,2085.3,3498.5,61.2,90.3,151.5
6154,0.2,0.17,1.5,0.44,600,2,1276.5,2220.2,3496.7,55.3,96.1,151.4
6155,0.2,0.17,1.5,0.44,600,1,1146.4,2348,3494.4,49.6,101.6,151.3
6156,0.2,0.17,1.5,0.44,600,0,1023.2,2465.6,3488.8,44.3,106.7,151.0
6157,0.2,0.17,1.5,0.44,600,-1,905.2,2570.2,3475.3,39.2,111.3,150.4
6158,0.2,0.17,1.5,0.44,600,-2,792.4,2659.2,3451.6,34.3,115.1,149.4
6159,0.2,0.17,1.5,0.44,600,-3,686.7,2731,3417.7,29.7,118.2,148.0
6160,0.2,0.17,1.5,0.44,800,3,1260.7,2415.2,3675.9,54.6,104.6,159.1
6161,0.2,0.17,1.5,0.44,800,2,1135.5,2547.7,3683.2,49.2,110.3,159.4
6162,0.2,0.17,1.5,0.44,800,1,1014.8,2672.1,3686.9,43.9,115.7,159.6
6163,0.2,0.17,1.5,0.44,800,0,900.0,2786.5,3686.5,39.0,120.6,159.6
6164,0.2,0.17,1.5,0.44,800,-1,792.2,2888.5,3680.7,34.3,125.0,159.3
6165,0.2,0.17,1.5,0.44,800,-2,689.2,2975.2,3664.4,29.8,128.8,158.6
6166,0.2,0.17,1.5,0.44,800,-3,591.9,3045.1,3637,25.6,131.8,157.4
6167,0.2,0.17,1.5,0.44,1000,3,1255.0,2416.7,3671.7,54.3,104.6,158.9
6168,0.2,0.17,1.5,0.44,1000,2,1129.8,2549.3,3679,48.9,110.4,159.3
6169,0.2,0.17,1.5,0.44,1000,1,1009.0,2673.7,3682.7,43.7,115.7,159.4
6170,0.2,0.17,1.5,0.44,1000,0,894.5,2788.1,3682.6,38.7,120.7,159.4
6171,0.2,0.17,1.5,0.44,1000,-1,786.9,2890,3676.9,34.1,125.1,159.2
6172,0.2,0.17,1.5,0.44,1000,-2,683.9,2976.8,3660.7,29.6,128.9,158.5
6173,0.2,0.17,1.5,0.44,1000,-3,586.9,3046.6,3633.5,25.4,131.9,157.3
6174,0.2,0.17,1.5,0.56,0,3,2185.7,449.4,2635.1,94.6,19.5,114.1
6175,0.2,0.17,1.5,0.56,0,2,2023.3,547.3,2570.6,87.6,23.7,111.3
6176,0.2,0.17,1.5,0.56,0,1,1863.3,651.5,2514.8,80.7,28.2,108.9
6177,0.2,0.17,1.5,0.56,0,0,1707.5,761.3,2468.8,73.9,33.0,106.9
6178,0.2,0.17,1.5,0.56,0,-1,1554.3,870.2,2424.5,67.3,37.7,105.0
6179,0.2,0.17,1.5,0.56,0,-2,1403.9,975.2,2379.1,60.8,42.2,103.0
6180,0.2,0.17,1.5,0.56,0,-3,1258.6,1070.3,2328.9,54.5,46.3,100.8
6181,0.2,0.17,1.5,0.56,200,3,1793.6,1066.5,2860.1,77.6,46.2,123.8
6182,0.2,0.17,1.5,0.56,200,2,1639.8,1203.5,2843.3,71.0,52.1,123.1
6183,0.2,0.17,1.5,0.56,200,1,1489.7,1340.5,2830.2,64.5,58.0,122.5
6184,0.2,0.17,1.5,0.56,200,0,1344.0,1472.9,2817,58.2,63.8,121.9
6185,0.2,0.17,1.5,0.56,200,-1,1204.9,1596.2,2801.1,52.2,69.1,121.3
6186,0.2,0.17,1.5,0.56,200,-2,1071.4,1705.2,2776.6,46.4,73.8,120.2
6187,0.2,0.17,1.5,0.56,200,-3,944.4,1794.2,2738.5,40.9,77.7,118.5
6188,0.2,0.17,1.5,0.56,400,3,1499.8,1840.9,3340.7,64.9,79.7,144.6
6189,0.2,0.17,1.5,0.56,400,2,1357.0,1980.3,3337.3,58.7,85.7,144.5
6190,0.2,0.17,1.5,0.56,400,1,1219.6,2112.3,3331.9,52.8,91.4,144.2
6191,0.2,0.17,1.5,0.56,400,0,1088.7,2233.8,3322.5,47.1,96.7,143.8
6192,0.2,0.17,1.5,0.56,400,-1,965.2,2340.8,3306,41.8,101.3,143.1
6193,0.2,0.17,1.5,0.56,400,-2,848.2,2429.5,3277.8,36.7,105.2,141.9
6194,0.2,0.17,1.5,0.56,400,-3,739.6,2501.2,3240.8,32.0,108.3,140.3
6195,0.2,0.17,1.5,0.56,600,3,1206.4,2694.5,3901,52.2,116.6,168.9
6196,0.2,0.17,1.5,0.56,600,2,1083.2,2827.3,3910.4,46.9,122.4,169.3
6197,0.2,0.17,1.5,0.56,600,1,964.9,2949.3,3914.1,41.8,127.7,169.4
6198,0.2,0.17,1.5,0.56,600,0,851.2,3059,3910.2,36.9,132.4,169.3
6199,0.2,0.17,1.5,0.56,600,-1,744.7,3155.6,3900.3,32.2,136.6,168.8
6200,0.2,0.17,1.5,0.56,600,-2,645.9,3236.1,3882,28.0,140.1,168.1
6201,0.2,0.17,1.5,0.56,600,-3,550.2,3300,3850.2,23.8,142.9,166.7
6202,0.2,0.17,1.5,0.56,800,3,1048.7,3113.1,4161.8,45.4,134.8,180.2
6203,0.2,0.17,1.5,0.56,800,2,936.0,3241.6,4177.6,40.5,140.3,180.8
6204,0.2,0.17,1.5,0.56,800,1,828.7,3360,4188.7,35.9,145.5,181.3
6205,0.2,0.17,1.5,0.56,800,0,727.0,3467.1,4194.1,31.5,150.1,181.6
6206,0.2,0.17,1.5,0.56,800,-1,630.3,3560.9,4191.3,27.3,154.2,181.4
6207,0.2,0.17,1.5,0.56,800,-2,541.8,3639.3,4181.1,23.5,157.5,181.0
6208,0.2,0.17,1.5,0.56,800,-3,459.3,3701.4,4160.7,19.9,160.2,180.1
6209,0.2,0.17,1.5,0.56,1000,3,1041.9,3115.2,4157,45.1,134.9,180.0
6210,0.2,0.17,1.5,0.56,1000,2,929.4,3243.7,4173,40.2,140.4,180.6
6211,0.2,0.17,1.5,0.56,1000,1,822.5,3362,4184.5,35.6,145.5,181.1
6212,0.2,0.17,1.5,0.56,1000,0,721.3,3469.1,4190.4,31.2,150.2,181.4
6213,0.2,0.17,1.5,0.56,1000,-1,625.1,3563,4188.1,27.1,154.2,181.3
6214,0.2,0.17,1.5,0.56,1000,-2,537.3,3641.3,4178.7,23.3,157.6,180.9
6215,0.2,0.17,1.5,0.56,1000,-3,455.6,3703.4,4159,19.7,160.3,180.0
6216,0.2,0.17,1.5,0.68,0,3,2156.7,495.1,2651.9,93.4,21.4,114.8
6217,0.2,0.17,1.5,0.68,0,2,1994.7,595.8,2590.5,86.3,25.8,112.1
6218,0.2,0.17,1.5,0.68,0,1,1836.0,703.7,2539.7,79.5,30.5,109.9
6219,0.2,0.17,1.5,0.68,0,0,1681.0,815.5,2496.5,72.8,35.3,108.1
6220,0.2,0.17,1.5,0.68,0,-1,1528.3,926,2454.3,66.2,40.1,106.2
6221,0.2,0.17,1.5,0.68,0,-2,1379.0,1032.3,2411.3,59.7,44.7,104.4
6222,0.2,0.17,1.5,0.68,0,-3,1235.1,1128.1,2363.2,53.5,48.8,102.3
6223,0.2,0.17,1.5,0.68,200,3,1681.0,1297.4,2978.4,72.8,56.2,128.9
6224,0.2,0.17,1.5,0.68,200,2,1530.6,1439.9,2970.5,66.3,62.3,128.6
6225,0.2,0.17,1.5,0.68,200,1,1384.3,1578.5,2962.8,59.9,68.3,128.3
6226,0.2,0.17,1.5,0.68,200,0,1244.3,1710.3,2954.6,53.9,74.0,127.9
6227,0.2,0.17,1.5,0.68,200,-1,1109.8,1831.9,2941.7,48.0,79.3,127.3
6228,0.2,0.17,1.5,0.68,200,-2,981.8,1937,2918.8,42.5,83.9,126.4
6229,0.2,0.17,1.5,0.68,200,-3,861.3,2021,2882.3,37.3,87.5,124.8
6230,0.2,0.17,1.5,0.68,400,3,1346.1,2249.3,3595.5,58.3,97.4,155.6
6231,0.2,0.17,1.5,0.68,400,2,1210.4,2385.9,3596.3,52.4,103.3,155.7
6232,0.2,0.17,1.5,0.68,400,1,1082.2,2513.3,3595.5,46.8,108.8,155.6
6233,0.2,0.17,1.5,0.68,400,0,960.8,2629.3,3590.1,41.6,113.8,155.4
6234,0.2,0.17,1.5,0.68,400,-1,847.1,2729.7,3576.8,36.7,118.2,154.8
6235,0.2,0.17,1.5,0.68,400,-2,740.4,2812.4,3552.7,32.1,121.7,153.8
6236,0.2,0.17,1.5,0.68,400,-3,638.0,2877.9,3516,27.6,124.6,152.2
6237,0.2,0.17,1.5,0.68,600,3,1036.2,3277.6,4313.8,44.9,141.9,186.7
6238,0.2,0.17,1.5,0.68,600,2,921.3,3403.9,4325.2,39.9,147.4,187.2
6239,0.2,0.17,1.5,0.68,600,1,813.4,3519.1,4332.5,35.2,152.3,187.6
6240,0.2,0.17,1.5,0.68,600,0,713.0,3622.1,4335.1,30.9,156.8,187.7
6241,0.2,0.17,1.5,0.68,600,-1,615.2,3710.6,4325.8,26.6,160.6,187.3
6242,0.2,0.17,1.5,0.68,600,-2,524.1,3782.3,4306.4,22.7,163.7,186.4
6243,0.2,0.17,1.5,0.68,600,-3,441.8,3839,4280.9,19.1,166.2,185.3
6244,0.2,0.17,1.5,0.68,800,3,879.9,3780.9,4660.8,38.1,163.7,201.8
6245,0.2,0.17,1.5,0.68,800,2,778.9,3902.9,4681.8,33.7,169.0,202.7
6246,0.2,0.17,1.5,0.68,800,1,683.9,4014.6,4698.5,29.6,173.8,203.4
6247,0.2,0.17,1.5,0.68,800,0,596.8,4114.3,4711.2,25.8,178.1,203.9
6248,0.2,0.17,1.5,0.68,800,-1,512.8,4200.3,4713.1,22.2,181.8,204.0
6249,0.2,0.17,1.5,0.68,800,-2,434.4,4270.2,4704.6,18.8,184.9,203.7
6250,0.2,0.17,1.5,0.68,800,-3,363.3,4325.2,4688.6,15.7,187.2,203.0
6251,0.2,0.17,1.5,0.68,1000,3,874.2,3791.9,4666,37.8,164.2,202.0
6252,0.2,0.17,1.5,0.68,1000,2,773.5,3913.5,4687,33.5,169.4,202.9
6253,0.2,0.17,1.5,0.68,1000,1,679.5,4025,4704.5,29.4,174.2,203.7
6254,0.2,0.17,1.5,0.68,1000,0,592.6,4124.6,4717.2,25.7,178.6,204.2
6255,0.2,0.17,1.5,0.68,1000,-1,508.6,4210.5,4719.1,22.0,182.3,204.3
6256,0.2,0.17,1.5,0.68,1000,-2,430.5,4280.3,4710.7,18.6,185.3,203.9
6257,0.2,0.17,1.5,0.68,1000,-3,360.5,4335.1,4695.7,15.6,187.7,203.3
6258,0.2,0.17,1.5,0.8,0,3,2129.8,539.2,2669.1,92.2,23.3,115.5
6259,0.2,0.17,1.5,0.8,0,2,1968.5,642.5,2611,85.2,27.8,113.0
6260,0.2,0.17,1.5,0.8,0,1,1811.0,753.6,2564.6,78.4,32.6,111.0
6261,0.2,0.17,1.5,0.8,0,0,1656.4,867.1,2523.5,71.7,37.5,109.2
6262,0.2,0.17,1.5,0.8,0,-1,1504.3,979.3,2483.7,65.1,42.4,107.5
6263,0.2,0.17,1.5,0.8,0,-2,1355.9,1086.5,2442.3,58.7,47.0,105.7
6264,0.2,0.17,1.5,0.8,0,-3,1213.4,1182.9,2396.4,52.5,51.2,103.7
6265,0.2,0.17,1.5,0.8,200,3,1578.3,1524.4,3102.7,68.3,66.0,134.3
