,Insulation thickness (m),Window U-value (W/m2K),Window SHGC (ratio),Shading control (W/m2),Thermostat settings offset (C),Heating energy (kWh),Cooling energy (kWh),Total energy (kWh) 
9756,0.4,1.5,0.68,200,-2,928.7343900974371,1936.8,2865.6
9757,0.4,1.5,0.68,200,-3,813.1692357811784,2019.0,2832.2
9758,0.4,1.5,0.68,400,3,1272.401738885034,2263.7,3536.1
9759,0.4,1.5,0.68,400,2,1141.9339919139088,2397.1,3539.1
9760,0.4,1.5,0.68,400,1,1018.79427793747,2521.9,3540.7
9761,0.4,1.5,0.68,400,0,902.4412192504467,2635.4,3537.8
9762,0.4,1.5,0.68,400,-1,794.1269916566389,2734.0,3528.2
9763,0.4,1.5,0.68,400,-2,691.0023489789058,2815.1,3506.1
9764,0.4,1.5,0.68,400,-3,593.5328539998899,2879.2,3472.8
9765,0.4,1.5,0.68,600,3,967.5577985974925,3295.0,4262.6
9766,0.4,1.5,0.68,600,2,857.987277140635,3418.5,4276.5
9767,0.4,1.5,0.68,600,1,755.9463512823028,3531.1,4287.0
9768,0.4,1.5,0.68,600,0,659.1754007342091,3631.8,4291.0
9769,0.4,1.5,0.68,600,-1,565.3506645462011,3718.2,4283.6
9770,0.4,1.5,0.68,600,-2,480.3153714982735,3788.6,4268.9
9771,0.4,1.5,0.68,600,-3,403.0099657349137,3844.2,4247.2
9772,0.4,1.5,0.68,800,3,816.1524493360356,3802.0,4618.1
9773,0.4,1.5,0.68,800,2,720.3546371557055,3921.0,4641.3
9774,0.4,1.5,0.68,800,1,632.2645266264665,4029.7,4662.0
9775,0.4,1.5,0.68,800,0,548.1039522474073,4126.9,4675.0
9776,0.4,1.5,0.68,800,-1,467.95968798426304,4210.8,4678.8
9777,0.4,1.5,0.68,800,-2,395.20897476590244,4279.5,4674.7
9778,0.4,1.5,0.68,800,-3,329.52408267008536,4333.1,4662.7
9779,0.4,1.5,0.68,1000,3,810.6483243304577,3814.4,4625.1
9780,0.4,1.5,0.68,1000,2,715.6517512620934,3933.5,4649.1
9781,0.4,1.5,0.68,1000,1,627.9892153403374,4042.1,4670.1
9782,0.4,1.5,0.68,1000,0,543.8075689947603,4139.2,4683.0
9783,0.4,1.5,0.68,1000,-1,463.8101506551457,4223.0,4686.8
9784,0.4,1.5,0.68,1000,-2,391.8871477766183,4291.5,4683.4
9785,0.4,1.5,0.68,1000,-3,326.7814039695143,4345.0,4671.8
9786,0.4,1.5,0.8,0,3,2052.4807168614634,541.5,2594.0
9787,0.4,1.5,0.8,0,2,1895.587771825761,644.2,2539.8
9788,0.4,1.5,0.8,0,1,1742.4897249805413,754.1,2496.6
9789,0.4,1.5,0.8,0,0,1592.0611979473854,865.6,2457.7
9790,0.4,1.5,0.8,0,-1,1444.2336515096201,976.2,2420.4
9791,0.4,1.5,0.8,0,-2,1300.300138854772,1082.1,2382.4
9792,0.4,1.5,0.8,0,-3,1162.2719661287908,1177.0,2339.3
9793,0.4,1.5,0.8,200,3,1502.413488008198,1538.5,3040.9
9794,0.4,1.5,0.8,200,2,1360.1429717732433,1679.1,3039.3
9795,0.4,1.5,0.8,200,1,1223.8573886164136,1814.8,3038.7
9796,0.4,1.5,0.8,200,0,1092.6973646854601,1943.1,3035.8
9797,0.4,1.5,0.8,200,-1,967.8551075819098,2059.6,3027.5
9798,0.4,1.5,0.8,200,-2,851.4355907866759,2158.0,3009.4
9799,0.4,1.5,0.8,200,-3,742.1351118309216,2235.2,2977.3
9800,0.4,1.5,0.8,400,3,1139.397314952319,2652.1,3791.5
9801,0.4,1.5,0.8,400,2,1018.4849131626196,2782.7,3801.2
9802,0.4,1.5,0.8,400,1,905.1955085968352,2904.1,3809.3
9803,0.4,1.5,0.8,400,0,798.4771052237807,3012.9,3811.3
9804,0.4,1.5,0.8,400,-1,695.3276101676543,3104.7,3800.1
9805,0.4,1.5,0.8,400,-2,600.7776076616083,3179.6,3780.4
9806,0.4,1.5,0.8,400,-3,513.3704496743825,3238.9,3752.3
9807,0.4,1.5,0.8,600,3,826.8252656212211,3848.1,4674.9
9808,0.4,1.5,0.8,600,2,729.0316220591124,3966.0,4695.0
9809,0.4,1.5,0.8,600,1,634.6480982185958,4072.3,4706.9
9810,0.4,1.5,0.8,600,0,546.2601029935569,4166.0,4712.3
9811,0.4,1.5,0.8,600,-1,464.52079326066956,4244.9,4709.5
9812,0.4,1.5,0.8,600,-2,390.05106104057336,4308.8,4698.8
9813,0.4,1.5,0.8,600,-3,321.55996126794383,4359.3,4680.9
9814,0.4,1.5,0.8,800,3,693.0257344908935,4506.8,5199.8
9815,0.4,1.5,0.8,800,2,608.20601159483,4620.2,5228.4
9816,0.4,1.5,0.8,800,1,526.3771018497757,4722.2,5248.6
9817,0.4,1.5,0.8,800,0,449.52380326089866,4812.6,5262.1
9818,0.4,1.5,0.8,800,-1,381.0898160647345,4888.8,5269.9
9819,0.4,1.5,0.8,800,-2,320.22143216393295,4949.9,5270.1
9820,0.4,1.5,0.8,800,-3,261.4420116751275,4997.8,5259.2
9821,0.4,1.5,0.8,1000,3,688.1254968003841,4525.9,5214.0
9822,0.4,1.5,0.8,1000,2,603.3517602549399,4639.3,5242.6
9823,0.4,1.5,0.8,1000,1,522.0279756951645,4741.4,5263.5
9824,0.4,1.5,0.8,1000,0,446.2489299135142,4831.7,5277.9
9825,0.4,1.5,0.8,1000,-1,377.9550324375155,4907.9,5285.8
9826,0.4,1.5,0.8,1000,-2,317.2413347883432,4968.9,5286.1
9827,0.4,1.5,0.8,1000,-3,259.15330433683044,5016.8,5275.9
9828,0.4,1.2,0.2,0,3,1900.5649787812454,304.4,2204.9
9829,0.4,1.2,0.2,0,2,1756.9926848720575,386.6,2143.6
9830,0.4,1.2,0.2,0,1,1615.4397394000612,474.7,2090.2
9831,0.4,1.2,0.2,0,0,1477.9348087921808,570.7,2048.6
9832,0.4,1.2,0.2,0,-1,1342.7782678114172,668.8,2011.6
9833,0.4,1.2,0.2,0,-2,1210.8033672013203,762.4,1973.2
9834,0.4,1.2,0.2,0,-3,1082.9615294264784,848.5,1931.5
9835,0.4,1.2,0.2,200,3,1785.9808134492307,459.0,2244.9
9836,0.4,1.2,0.2,200,2,1644.1867710277506,559.1,2203.3
9837,0.4,1.2,0.2,200,1,1506.1774487593989,665.5,2171.7
9838,0.4,1.2,0.2,200,0,1370.8975500418765,771.0,2141.9
9839,0.4,1.2,0.2,200,-1,1238.717107886409,873.1,2111.8
9840,0.4,1.2,0.2,200,-2,1110.7385651775742,972.8,2083.6
9841,0.4,1.2,0.2,200,-3,988.9663520671986,1064.4,2053.4
9842,0.4,1.2,0.2,400,3,1673.3546194627413,680.5,2353.8
9843,0.4,1.2,0.2,400,2,1534.395625967787,789.1,2323.5
9844,0.4,1.2,0.2,400,1,1398.5178846798506,898.3,2296.8
9845,0.4,1.2,0.2,400,0,1265.8173370820764,1008.1,2273.9
9846,0.4,1.2,0.2,400,-1,1137.453518821493,1115.3,2252.7
9847,0.4,1.2,0.2,400,-2,1014.9471370927595,1214.4,2229.4
9848,0.4,1.2,0.2,400,-3,897.531270616699,1299.7,2197.2
9849,0.4,1.2,0.2,600,3,1538.340616185331,944.2,2482.5
9850,0.4,1.2,0.2,600,2,1403.4955193480068,1061.1,2464.6
9851,0.4,1.2,0.2,600,1,1271.9033342340897,1177.0,2449.0
9852,0.4,1.2,0.2,600,0,1144.8293239994562,1289.5,2434.3
9853,0.4,1.2,0.2,600,-1,1023.2822751043293,1395.3,2418.6
9854,0.4,1.2,0.2,600,-2,908.0364449905538,1490.2,2398.2
9855,0.4,1.2,0.2,600,-3,798.3200615369765,1571.3,2369.6
9856,0.4,1.2,0.2,800,3,1437.7108667404154,1085.8,2523.5
9857,0.4,1.2,0.2,800,2,1307.2281704717304,1204.8,2512.0
9858,0.4,1.2,0.2,800,1,1181.3607329921779,1320.9,2502.3
9859,0.4,1.2,0.2,800,0,1061.1337004055138,1432.0,2493.1
9860,0.4,1.2,0.2,800,-1,946.6936202496868,1534.9,2481.6
9861,0.4,1.2,0.2,800,-2,836.9419929425625,1627.9,2464.8
9862,0.4,1.2,0.2,800,-3,732.8156439902924,1708.0,2440.8
9863,0.4,1.2,0.2,1000,3,1432.8928466644554,1086.5,2519.4
9864,0.4,1.2,0.2,1000,2,1302.5219233284602,1205.5,2508.0
9865,0.4,1.2,0.2,1000,1,1177.0757222891343,1321.6,2498.7
9866,0.4,1.2,0.2,1000,0,1057.4593401594632,1432.6,2490.1
9867,0.4,1.2,0.2,1000,-1,943.1581457082434,1535.6,2478.7
9868,0.4,1.2,0.2,1000,-2,833.7733301457992,1628.5,2462.3
9869,0.4,1.2,0.2,1000,-3,729.929805453017,1708.7,2438.6
9870,0.4,1.2,0.32,0,3,1854.14691380089,375.2,2229.3
9871,0.4,1.2,0.32,0,2,1711.5182661867452,461.9,2173.4
9872,0.4,1.2,0.32,0,1,1571.8231249500432,557.3,2129.1
9873,0.4,1.2,0.32,0,0,1435.4813381667536,657.7,2093.2
9874,0.4,1.2,0.32,0,-1,1301.585413274952,756.9,2058.5
9875,0.4,1.2,0.32,0,-2,1171.0764000935294,852.7,2023.8
9876,0.4,1.2,0.32,0,-3,1045.5492938218713,941.4,1986.9
9877,0.4,1.2,0.32,200,3,1638.7898727284407,693.1,2331.8
9878,0.4,1.2,0.32,200,2,1501.673056987029,805.7,2307.4
9879,0.4,1.2,0.32,200,1,1367.1338338923465,918.2,2285.3
9880,0.4,1.2,0.32,200,0,1236.0365194145127,1032.3,2268.3
9881,0.4,1.2,0.32,200,-1,1109.6465931982684,1144.0,2253.6
9882,0.4,1.2,0.32,200,-2,988.5451111050244,1247.2,2235.7
9883,0.4,1.2,0.32,200,-3,872.0862102388231,1335.1,2207.2
9884,0.4,1.2,0.32,400,3,1460.8732551838877,1099.7,2560.6
9885,0.4,1.2,0.32,400,2,1327.8029156004827,1221.7,2549.5
9886,0.4,1.2,0.32,400,1,1199.0628208587077,1341.6,2540.7
9887,0.4,1.2,0.32,400,0,1075.3597002149686,1456.7,2532.0
9888,0.4,1.2,0.32,400,-1,957.3452413814937,1563.6,2521.0
9889,0.4,1.2,0.32,400,-2,844.8738640433256,1658.2,2503.1
9890,0.4,1.2,0.32,400,-3,738.6966331483954,1734.9,2473.6
9891,0.4,1.2,0.32,600,3,1260.5810649194386,1576.2,2836.8
9892,0.4,1.2,0.32,600,2,1136.7103458186343,1698.4,2835.1
9893,0.4,1.2,0.32,600,1,1019.7110689093483,1816.0,2835.7
9894,0.4,1.2,0.32,600,0,908.1484623838903,1925.7,2833.8
9895,0.4,1.2,0.32,600,-1,801.6305666517391,2025.2,2826.9
9896,0.4,1.2,0.32,600,-2,700.5231962996806,2113.1,2813.6
9897,0.4,1.2,0.32,600,-3,605.4594593225606,2185.2,2790.7
9898,0.4,1.2,0.32,800,3,1135.0639412005848,1812.6,2947.7
9899,0.4,1.2,0.32,800,2,1021.3455882345436,1934.3,2955.7
9900,0.4,1.2,0.32,800,1,912.374535850188,2049.4,2961.8
9901,0.4,1.2,0.32,800,0,807.6027249083412,2156.3,2963.9
9902,0.4,1.2,0.32,800,-1,709.8294803874331,2253.4,2963.3
9903,0.4,1.2,0.32,800,-2,616.8060720867776,2339.3,2956.1
9904,0.4,1.2,0.32,800,-3,528.8188655169745,2409.6,2938.4
9905,0.4,1.2,0.32,1000,3,1129.720570741228,1813.8,2943.5
9906,0.4,1.2,0.32,1000,2,1016.676789226131,1935.5,2952.1
9907,0.4,1.2,0.32,1000,1,907.8292646481218,2050.5,2958.4
9908,0.4,1.2,0.32,1000,0,803.2164249694114,2157.4,2960.6
9909,0.4,1.2,0.32,1000,-1,705.62112776877,2254.6,2960.2
9910,0.4,1.2,0.32,1000,-2,612.5308396047712,2340.4,2953.0
9911,0.4,1.2,0.32,1000,-3,524.6524643544026,2410.7,2935.4
9912,0.4,1.2,0.44,0,3,1815.2284424480986,435.4,2250.6
9913,0.4,1.2,0.44,0,2,1673.3823619725856,528.3,2201.6
9914,0.4,1.2,0.44,0,1,1535.4921705377212,628.3,2163.8
9915,0.4,1.2,0.44,0,0,1400.0401156250068,730.8,2130.8
9916,0.4,1.2,0.44,0,-1,1267.0161775301349,831.9,2098.9
9917,0.4,1.2,0.44,0,-2,1137.820709330089,929.8,2067.7
9918,0.4,1.2,0.44,0,-3,1014.2800162057242,1020.0,2034.3
9919,0.4,1.2,0.44,200,3,1503.0716712535357,936.9,2440.0
9920,0.4,1.2,0.44,200,2,1369.2520367920324,1059.5,2428.8
9921,0.4,1.2,0.44,200,1,1238.917988767369,1181.9,2420.8
9922,0.4,1.2,0.44,200,0,1113.6974034083532,1301.6,2415.3
9923,0.4,1.2,0.44,200,-1,993.2497967979374,1413.9,2407.1
9924,0.4,1.2,0.44,200,-2,877.4715926793239,1514.9,2392.4
9925,0.4,1.2,0.44,200,-3,768.7463554439677,1599.2,2367.9
9926,0.4,1.2,0.44,400,3,1266.2856191346102,1549.9,2816.2
9927,0.4,1.2,0.44,400,2,1141.2899501136433,1676.0,2817.3
9928,0.4,1.2,0.44,400,1,1021.8808238262446,1797.0,2818.8
9929,0.4,1.2,0.44,400,0,908.2466635487838,1910.2,2818.5
9930,0.4,1.2,0.44,400,-1,800.5139489906425,2012.0,2812.5
9931,0.4,1.2,0.44,400,-2,699.4213108055478,2098.7,2798.1
9932,0.4,1.2,0.44,400,-3,604.8980669282852,2168.6,2773.5
9933,0.4,1.2,0.44,600,3,1025.6023564557684,2231.0,3256.6
9934,0.4,1.2,0.44,600,2,917.1926954052626,2354.1,3271.3
9935,0.4,1.2,0.44,600,1,812.8147973782851,2469.5,3282.3
9936,0.4,1.2,0.44,600,0,713.6272342252327,2574.2,3287.8
9937,0.4,1.2,0.44,600,-1,621.2208549073807,2667.6,3288.8
9938,0.4,1.2,0.44,600,-2,534.3555005896718,2746.8,3281.2
9939,0.4,1.2,0.44,600,-3,451.1112390393907,2810.7,3261.8
9940,0.4,1.2,0.44,800,3,892.9001243535558,2566.4,3459.3
9941,0.4,1.2,0.44,800,2,794.0499185965086,2686.6,3480.7
9942,0.4,1.2,0.44,800,1,699.4096957343392,2798.4,3497.8
9943,0.4,1.2,0.44,800,0,608.8132531179167,2900.4,3509.2
9944,0.4,1.2,0.44,800,-1,524.3256311254373,2991.4,3515.8
9945,0.4,1.2,0.44,800,-2,446.32147696908834,3069.2,3515.5
9946,0.4,1.2,0.44,800,-3,374.4508014462848,3131.5,3506.0
9947,0.4,1.2,0.44,1000,3,887.0244865747301,2568.1,3455.1
9948,0.4,1.2,0.44,1000,2,788.421235530352,2688.3,3476.7
9949,0.4,1.2,0.44,1000,1,693.8279951378381,2800.0,3493.8
9950,0.4,1.2,0.44,1000,0,603.5755461242526,2902.0,3505.6
9951,0.4,1.2,0.44,1000,-1,519.844259959489,2993.1,3513.0
9952,0.4,1.2,0.44,1000,-2,442.4582449385511,3070.8,3513.3
9953,0.4,1.2,0.44,1000,-3,371.12278882490216,3133.3,3504.4
9954,0.4,1.2,0.56,0,3,1782.2392426375447,490.3,2272.6
9955,0.4,1.2,0.56,0,2,1641.8337757614381,587.3,2229.1
9956,0.4,1.2,0.56,0,1,1504.775975121745,690.4,2195.1
9957,0.4,1.2,0.56,0,0,1370.0995240940888,794.1,2164.2
9958,0.4,1.2,0.56,0,-1,1237.9663844696247,897.5,2135.4
9959,0.4,1.2,0.56,0,-2,1110.096185661714,997.0,2107.1
9960,0.4,1.2,0.56,0,-3,988.0600099380462,1087.5,2075.6
9961,0.4,1.2,0.56,200,3,1382.5042383302919,1184.3,2566.8
9962,0.4,1.2,0.56,200,2,1252.151867842114,1312.5,2564.7
9963,0.4,1.2,0.56,200,1,1127.4468723709958,1437.6,2565.0
9964,0.4,1.2,0.56,200,0,1007.3156394334167,1556.8,2564.1
9965,0.4,1.2,0.56,200,-1,891.8639116508966,1667.6,2559.4
9966,0.4,1.2,0.56,200,-2,783.5543932926486,1765.5,2549.1
9967,0.4,1.2,0.56,200,-3,681.6803222734791,1845.1,2526.8
9968,0.4,1.2,0.56,400,3,1101.2743809448737,1985.5,3086.8
9969,0.4,1.2,0.56,400,2,985.4080656004586,2110.1,3095.5
9970,0.4,1.2,0.56,400,1,875.8730727995928,2227.5,3103.4
9971,0.4,1.2,0.56,400,0,772.5073526179129,2335.9,3108.4
9972,0.4,1.2,0.56,400,-1,676.2578319072608,2432.1,3108.4
9973,0.4,1.2,0.56,400,-2,584.2142619417231,2512.3,3096.5
9974,0.4,1.2,0.56,400,-3,499.4075749780249,2576.0,3075.4
9975,0.4,1.2,0.56,600,3,841.4500907611659,2855.4,3696.8
9976,0.4,1.2,0.56,600,2,744.0370299969138,2973.9,3718.0
9977,0.4,1.2,0.56,600,1,653.1063650307021,3082.3,3735.4
9978,0.4,1.2,0.56,600,0,565.328505934137,3179.9,3745.2
9979,0.4,1.2,0.56,600,-1,482.4738616279187,3265.0,3747.4
9980,0.4,1.2,0.56,600,-2,407.9431982844928,3336.2,3744.1
9981,0.4,1.2,0.56,600,-3,339.636822609573,3392.4,3732.1
9982,0.4,1.2,0.56,800,3,709.6814828975969,3277.6,3987.2
9983,0.4,1.2,0.56,800,2,623.6505716654071,3391.9,4015.5
9984,0.4,1.2,0.56,800,1,543.9062881304756,3497.2,4041.1
9985,0.4,1.2,0.56,800,0,468.1624279281816,3592.2,4060.3
9986,0.4,1.2,0.56,800,-1,397.3766942066144,3675.8,4073.2
9987,0.4,1.2,0.56,800,-2,333.1696342244864,3745.3,4078.5
9988,0.4,1.2,0.56,800,-3,275.0980051747168,3799.6,4074.7
9989,0.4,1.2,0.56,1000,3,703.7321837439051,3279.7,3983.4
9990,0.4,1.2,0.56,1000,2,618.5868035786943,3394.0,4012.6
9991,0.4,1.2,0.56,1000,1,539.527039035232,3499.3,4038.9
9992,0.4,1.2,0.56,1000,0,464.08686613619705,3594.3,4058.4
9993,0.4,1.2,0.56,1000,-1,393.7515097553634,3678.1,4071.8
9994,0.4,1.2,0.56,1000,-2,330.21245489762873,3747.5,4077.8
9995,0.4,1.2,0.56,1000,-3,272.6888793771505,3801.9,4074.6
9996,0.4,1.2,0.68,0,3,1753.1352974893778,540.2,2293.3
9997,0.4,1.2,0.68,0,2,1614.1652420116036,640.7,2254.9
9998,0.4,1.2,0.68,0,1,1477.7842172713324,745.8,2223.6
9999,0.4,1.2,0.68,0,0,1343.6373334217892,851.3,2195.0
10000,0.4,1.2,0.68,0,-1,1212.3417200522513,956.4,2168.7
10001,0.4,1.2,0.68,0,-2,1086.0494083904098,1057.4,2143.5
10002,0.4,1.2,0.68,0,-3,965.2973752372994,1147.5,2112.8
10003,0.4,1.2,0.68,200,3,1273.948709534409,1426.6,2700.6
10004,0.4,1.2,0.68,200,2,1148.9208847610525,1555.7,2704.7
10005,0.4,1.2,0.68,200,1,1028.6539890346337,1680.4,2709.1
10006,0.4,1.2,0.68,200,0,913.0097784793744,1798.6,2711.6
10007,0.4,1.2,0.68,200,-1,804.8448445678672,1907.6,2712.5
10008,0.4,1.2,0.68,200,-2,703.3675452836306,2001.5,2704.9
10009,0.4,1.2,0.68,200,-3,608.3167933438657,2076.4,2684.7
10010,0.4,1.2,0.68,400,3,961.9568696116221,2398.8,3360.7
10011,0.4,1.2,0.68,400,2,856.2389832028484,2521.1,3377.3
10012,0.4,1.2,0.68,400,1,757.4632990218483,2635.7,3393.2
10013,0.4,1.2,0.68,400,0,662.40201112509,2739.6,3402.0
10014,0.4,1.2,0.68,400,-1,573.5509232486522,2828.9,3402.4
10015,0.4,1.2,0.68,400,-2,492.8011400396238,2902.5,3395.3
10016,0.4,1.2,0.68,400,-3,416.60643380649896,2960.4,3377.0
10017,0.4,1.2,0.68,600,3,694.6979301835506,3444.4,4139.1
10018,0.4,1.2,0.68,600,2,607.1851697573175,3556.7,4163.9
10019,0.4,1.2,0.68,600,1,524.4752645804756,3658.5,4183.0
10020,0.4,1.2,0.68,600,0,448.44960404331454,3749.4,4197.8
10021,0.4,1.2,0.68,600,-1,378.73714467248743,3827.6,4206.3
10022,0.4,1.2,0.68,600,-2,314.4780828794151,3890.9,4205.3
10023,0.4,1.2,0.68,600,-3,253.1510066988911,3940.4,4193.5
10024,0.4,1.2,0.68,800,3,578.1077551406001,3994.7,4572.8
10025,0.4,1.2,0.68,800,2,502.37611238566876,4102.6,4604.9
10026,0.4,1.2,0.68,800,1,431.1880021644201,4200.6,4631.8
10027,0.4,1.2,0.68,800,0,365.94962407541567,4288.2,4654.1
10028,0.4,1.2,0.68,800,-1,308.1977769240075,4363.7,4671.9
10029,0.4,1.2,0.68,800,-2,254.131038914573,4424.1,4678.3
10030,0.4,1.2,0.68,800,-3,202.4131108581816,4471.2,4673.6
10031,0.4,1.2,0.68,1000,3,573.6200171929041,4010.7,4584.3
10032,0.4,1.2,0.68,1000,2,497.9909749908103,4118.6,4616.6
10033,0.4,1.2,0.68,1000,1,427.6475082129065,4216.7,4644.3
10034,0.4,1.2,0.68,1000,0,362.9005967606013,4304.2,4667.1
10035,0.4,1.2,0.68,1000,-1,305.26909337116695,4379.8,4685.0
10036,0.4,1.2,0.68,1000,-2,251.93884314777426,4440.2,4692.1
10037,0.4,1.2,0.68,1000,-3,200.13337107226567,4487.2,4687.3
10038,0.4,1.2,0.8,0,3,1726.653997919802,587.9,2314.5
10039,0.4,1.2,0.8,0,2,1588.603450103494,691.5,2280.1
10040,0.4,1.2,0.8,0,1,1452.8244939447288,798.3,2251.2
10041,0.4,1.2,0.8,0,0,1319.3042156526271,906.0,2225.3
10042,0.4,1.2,0.8,0,-1,1188.8940318892317,1012.1,2201.0
10043,0.4,1.2,0.8,0,-2,1063.9630997427416,1114.1,2178.1
10044,0.4,1.2,0.8,0,-3,944.6666596549521,1204.2,2148.8
10045,0.4,1.2,0.8,200,3,1177.0720230396323,1659.3,2836.4
10046,0.4,1.2,0.8,200,2,1056.416279745585,1788.2,2844.6
10047,0.4,1.2,0.8,200,1,940.1814560369086,1912.5,2852.7
10048,0.4,1.2,0.8,200,0,831.5262509128839,2029.8,2861.3
10049,0.4,1.2,0.8,200,-1,730.1099944550407,2136.1,2866.2
10050,0.4,1.2,0.8,200,-2,634.6533224094635,2225.8,2860.5
10051,0.4,1.2,0.8,200,-3,546.6493055788627,2296.6,2843.3
10052,0.4,1.2,0.8,400,3,847.2380066827724,2792.3,3639.5
10053,0.4,1.2,0.8,400,2,749.9849411259894,2912.4,3662.4
10054,0.4,1.2,0.8,400,1,656.1473035384183,3022.8,3679.0
10055,0.4,1.2,0.8,400,0,571.0433456995066,3121.4,3692.4
10056,0.4,1.2,0.8,400,-1,491.88900228929333,3204.6,3696.5
10057,0.4,1.2,0.8,400,-2,416.49028722291894,3271.9,3688.4
10058,0.4,1.2,0.8,400,-3,344.66619753498946,3324.2,3668.9
10059,0.4,1.2,0.8,600,3,574.4335182263495,4001.4,4575.9
10060,0.4,1.2,0.8,600,2,496.99129469052195,4108.0,4605.0
10061,0.4,1.2,0.8,600,1,425.30188646014506,4204.6,4629.9
10062,0.4,1.2,0.8,600,0,358.534460926165,4289.0,4647.6
10063,0.4,1.2,0.8,600,-1,296.70005943956266,4359.5,4656.2
10064,0.4,1.2,0.8,600,-2,238.03625169129452,4416.3,4654.4
10065,0.4,1.2,0.8,600,-3,185.63901145096074,4461.3,4646.9
10066,0.4,1.2,0.8,800,3,473.4730693436731,4727.3,5200.8
10067,0.4,1.2,0.8,800,2,407.657003731093,4829.6,5237.3
10068,0.4,1.2,0.8,800,1,348.22995805233023,4922.1,5270.3
10069,0.4,1.2,0.8,800,0,292.3053311336949,5003.4,5295.7
10070,0.4,1.2,0.8,800,-1,240.60416483203034,5071.1,5311.7
10071,0.4,1.2,0.8,800,-2,191.21326453328248,5124.9,5316.1
10072,0.4,1.2,0.8,800,-3,148.4294363346333,5167.0,5315.5
10073,0.4,1.2,0.8,1000,3,469.7922081067191,4747.0,5216.8
10074,0.4,1.2,0.8,1000,2,404.1498458622633,4849.2,5253.4
10075,0.4,1.2,0.8,1000,1,345.052452036859,4941.7,5286.7
10076,0.4,1.2,0.8,1000,0,289.69693108886725,5022.9,5312.6
10077,0.4,1.2,0.8,1000,-1,238.0439177138733,5090.6,5328.7
10078,0.4,1.2,0.8,1000,-2,189.9146431732821,5144.3,5334.3
10079,0.4,1.2,0.8,1000,-3,147.0781830643142,5186.5,5333.6
10080,0.4,0.9,0.2,0,3,1556.9320137300595,341.2,1898.2
10081,0.4,0.9,0.2,0,2,1431.4718781320262,422.0,1853.4
10082,0.4,0.9,0.2,0,1,1309.1142935280918,511.9,1821.0
10083,0.4,0.9,0.2,0,0,1189.445213423487,605.8,1795.3
10084,0.4,0.9,0.2,0,-1,1072.0790203028464,698.3,1770.4
10085,0.4,0.9,0.2,0,-2,958.7243160779631,787.1,1745.8
10086,0.4,0.9,0.2,0,-3,850.4867217742092,870.6,1721.0
10087,0.4,0.9,0.2,200,3,1425.84113359017,534.6,1960.5
10088,0.4,0.9,0.2,200,2,1304.5202571790473,634.7,1939.3
10089,0.4,0.9,0.2,200,1,1185.4738860586142,735.6,1921.0
10090,0.4,0.9,0.2,200,0,1069.1063217819715,834.7,1903.8
10091,0.4,0.9,0.2,200,-1,957.0931523564618,934.4,1891.5
10092,0.4,0.9,0.2,200,-2,849.6143010577357,1028.1,1877.8
10093,0.4,0.9,0.2,200,-3,745.8027036473467,1111.9,1857.7
10094,0.4,0.9,0.2,400,3,1311.3859126741715,780.7,2092.1
10095,0.4,0.9,0.2,400,2,1192.5342740623032,885.3,2077.8
10096,0.4,0.9,0.2,400,1,1076.5662172963705,992.2,2068.8
10097,0.4,0.9,0.2,400,0,964.6758308059874,1096.1,2060.8
10098,0.4,0.9,0.2,400,-1,857.8483747316271,1194.7,2052.6
10099,0.4,0.9,0.2,400,-2,755.2270685102942,1284.9,2040.1
10100,0.4,0.9,0.2,400,-3,658.9998329344704,1362.2,2021.2
10101,0.4,0.9,0.2,600,3,1177.2787003346714,1069.2,2246.5
10102,0.4,0.9,0.2,600,2,1063.3688569122905,1179.2,2242.6
10103,0.4,0.9,0.2,600,1,953.734059684951,1287.3,2241.1
10104,0.4,0.9,0.2,600,0,849.6716670714472,1391.1,2240.8
10105,0.4,0.9,0.2,600,-1,750.4360676385189,1487.2,2237.6
10106,0.4,0.9,0.2,600,-2,655.6244171074895,1573.0,2228.6
10107,0.4,0.9,0.2,600,-3,566.4064861398583,1646.1,2212.5
10108,0.4,0.9,0.2,800,3,1082.7056704093775,1217.8,2300.5
10109,0.4,0.9,0.2,800,2,976.5606453283976,1328.0,2304.6
10110,0.4,0.9,0.2,800,1,874.3043021890427,1434.9,2309.3
10111,0.4,0.9,0.2,800,0,775.9817142198917,1537.0,2313.0
10112,0.4,0.9,0.2,800,-1,682.0942040774821,1630.8,2312.9
10113,0.4,0.9,0.2,800,-2,593.9052461301955,1715.1,2309.0
10114,0.4,0.9,0.2,800,-3,510.74301779636886,1787.5,2298.3
10115,0.4,0.9,0.2,1000,3,1078.5403912818242,1218.5,2297.1
10116,0.4,0.9,0.2,1000,2,972.7536683529561,1328.7,2301.5
10117,0.4,0.9,0.2,1000,1,870.7349882522847,1435.6,2306.4
10118,0.4,0.9,0.2,1000,0,772.6367691177506,1537.8,2310.4
10119,0.4,0.9,0.2,1000,-1,679.0340983598256,1631.5,2310.5
10120,0.4,0.9,0.2,1000,-2,591.0915943077786,1715.8,2306.9
10121,0.4,0.9,0.2,1000,-3,507.90468241679054,1788.2,2296.1
10122,0.4,0.9,0.32,0,3,1510.5787557820286,417.3,1927.9
10123,0.4,0.9,0.32,0,2,1386.8078757522499,506.4,1893.2
10124,0.4,0.9,0.32,0,1,1266.1235328468135,601.5,1867.6
